,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
19106,15.150000000000002,76.55000000000003,9.013501398371942e+19,4.655792194493716e+19,1.2929696280112564e+20
19107,15.150000000000002,76.65,8.345880875402989e+19,6.662677448898389e+19,9.02291671989785e+19
22522,16.35,77.35,7.265187505732708e+19,3.4445307916747547e+19,1.3587743004542938e+20
29358,18.75,79.35000000000002,7.9765855737027e+19,1.9613132695749976e+19,2.0606926297095556e+20
29359,18.75,79.45,8.13445063339569e+19,3.1561253147853713e+19,1.1974547795742995e+20
29642,18.85,79.35000000000002,9.066672919051747e+19,1.965042566120377e+19,2.0047591784708243e+20
29643,18.85,79.45,8.341794609438402e+19,4.016766730612454e+19,1.482980920561943e+20
29644,18.85,79.55000000000003,7.170578594960216e+19,2.8484505240427807e+19,1.0804650167961325e+20
32765,19.95,79.25,7.757254715476348e+19,2.421975918011539e+19,1.3308324311923556e+20
33049,20.05,79.25,8.662991469464445e+19,3.735548005484855e+19,1.4652914805970918e+20
33050,20.05,79.35000000000002,7.889830680803757e+19,3.632316048554553e+19,1.2442699789141597e+20
35381,20.85,85.25,1.0607287688955349e+20,7.577697658937601e+19,1.2127861733563567e+20
35664,20.95,85.15,8.072192046739707e+19,5.575823637126351e+19,1.2784967936548517e+20
35665,20.95,85.25,1.262966117058272e+20,1.0122378851833764e+20,1.4729440364759284e+20
35948,21.05,85.15,1.150639937472741e+20,9.39308321523073e+19,1.7568420217741617e+20
35949,21.05,85.25,1.0424299500667104e+20,5.8717783309632676e+19,1.2478880365827614e+20
36231,21.15,85.05000000000003,1.078713568712515e+20,3.603562931362864e+19,2.1517650237303728e+20
36232,21.15,85.15,1.3893660675931297e+20,4.487006874396684e+19,2.119307150640378e+20
36233,21.15,85.25,9.389753984357222e+19,3.938216892500735e+19,1.6403088966572972e+20
36456,21.25,79.15,7.188269626123597e+19,3.174085238954336e+19,1.1437685792054777e+20
36740,21.35,79.15,7.988774510429117e+19,3.782270882618262e+19,1.6177073297684228e+20
37925,21.75,84.05000000000003,7.293735588566932e+19,5.8210670954633806e+19,1.1236993937102542e+20
38209,21.85,84.05000000000003,1.1173692700610226e+20,6.997685808786947e+19,2.3556899913036805e+20
38210,21.85,84.15,1.4150418937590496e+20,1.0743544169249092e+20,2.1388810931422364e+20
38211,21.85,84.25,8.733763336370718e+19,6.617311708158694e+19,1.2397573208991711e+20
38494,21.95,84.15,7.688769674050201e+19,4.510296012609231e+19,1.3426252299214887e+20
38495,21.95,84.25,7.893240344816845e+19,5.5928718613502525e+19,1.200592517412e+20
39044,22.15,82.35000000000002,7.224742444237909e+19,5.918263981206864e+19,8.935942855821514e+19
39615,22.35,82.65,8.622703830031096e+19,5.885690479704236e+19,1.2773779050311156e+20
39616,22.35,82.75,9.98460750424232e+19,9.27533610626955e+19,1.0879500408053572e+20
39899,22.45,82.65,1.0228985390269524e+20,4.95101876927934e+19,2.459426192079568e+20
39900,22.45,82.75,1.7041150407812802e+20,9.967878263770392e+19,2.731608895899904e+20
39901,22.45,82.85000000000002,1.2307430636348852e+20,3.845815874648154e+19,1.887701845167095e+20
39902,22.45,82.95,9.18629985786096e+19,2.4770505078363333e+19,1.81407502976293e+20
40183,22.55,82.65,7.261091670313343e+19,2.043818498839882e+19,2.545443933928704e+20
40184,22.55,82.75,8.660912603466047e+19,2.385419498288351e+19,2.5306314117173543e+20
40185,22.55,82.85000000000002,7.626640665041215e+19,3.2553869167329665e+19,1.6899495612940285e+20
40186,22.55,82.95,8.777160490539213e+19,1.7311301755497103e+19,1.416617821391605e+20
