,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
35098,20.75,85.35000000000002,1.3525685314858892e+20,2.935973121922298e+19,2.3346818732734988e+20
35381,20.85,85.25,1.5414044308951574e+20,9.43046060518905e+19,2.6356706904327828e+20
35382,20.85,85.35000000000002,1.3955193443890032e+20,4.1824452265132016e+19,2.56444723007334e+20
35664,20.95,85.15,1.160444391577342e+20,7.85029698729492e+19,1.650782380788881e+20
35665,20.95,85.25,1.329071037667059e+20,9.977899261325312e+19,1.960344923229126e+20
35910,21.05,81.35000000000002,1.0844778471641535e+20,4.3103737011664994e+19,1.9303907055590595e+20
35948,21.05,85.15,1.27810698373198e+20,4.514119513821935e+19,1.7897712600123163e+20
35949,21.05,85.25,1.260657542963546e+20,5.572990888458879e+19,2.6420729655982155e+20
36197,21.15,81.65,1.145786351527625e+20,3.5055972129429017e+19,2.0056309941923476e+20
36481,21.25,81.65,1.1235622521683327e+20,5.096711094677359e+19,2.045320337619228e+20
36767,21.35,81.85000000000002,1.1804716475607722e+20,3.1563571040599675e+19,2.3389387689562885e+20
36768,21.35,81.95,1.2325335325025714e+20,2.285615088002513e+19,2.4740348363863753e+20
36769,21.35,82.05000000000003,1.146434267939017e+20,2.4236097008744243e+19,1.88081475621549e+20
37052,21.45,81.95,1.1447139154460008e+20,3.299731240338209e+19,1.9818227934197495e+20
37053,21.45,82.05000000000003,1.265081715937705e+20,3.4167869321195385e+19,2.063736902864119e+20
37054,21.45,82.15,1.0629357787526078e+20,2.801065276703161e+19,1.5839155138674174e+20
37337,21.55,82.05000000000003,1.1767531815842175e+20,3.299224563453074e+19,1.7814026724376196e+20
37338,21.55,82.15,1.0663297408824753e+20,2.934487592144854e+19,1.8218107771079393e+20
37640,21.65,83.95,1.115839573335766e+20,3.799011860220925e+19,2.071534198453333e+20
37641,21.65,84.05000000000003,1.1519119042292167e+20,3.4893416404312494e+19,2.0914042969763168e+20
37642,21.65,84.15,1.1785861151913604e+20,3.508225186949426e+19,2.077438025454688e+20
37913,21.75,82.85000000000002,1.0754457238155022e+20,2.9087969711287284e+19,1.6790752000329443e+20
37925,21.75,84.05000000000003,1.152633277746488e+20,3.6240508526224564e+19,1.942108824472881e+20
37926,21.75,84.15,1.2138154125851102e+20,3.91182738734223e+19,1.9489564086155257e+20
38193,21.85,82.45,1.1628175665604556e+20,4.520609698516474e+19,1.8916625193796108e+20
38477,21.95,82.45,1.3848449589749377e+20,7.394850888481957e+19,1.6238433401370935e+20
38478,21.95,82.55000000000003,1.238565893788809e+20,5.282348875205563e+19,1.755818083326162e+20
38479,21.95,82.65,1.1144974455856402e+20,5.871387712754897e+19,1.9837048437986437e+20
38760,22.05,82.35000000000002,1.1939360777372144e+20,8.62615799704387e+19,1.7404249816198824e+20
38761,22.05,82.45,1.1282243465001728e+20,4.774376109882216e+19,1.622185739234029e+20
38763,22.05,82.65,1.0813726513498504e+20,5.784626570148038e+19,1.9337018590699225e+20
38765,22.05,82.85000000000002,1.0607309955156432e+20,5.563346850225993e+19,1.6661004890045907e+20
39048,22.15,82.75,1.5460067098853723e+20,4.54055701424962e+19,2.793368014360984e+20
39049,22.15,82.85000000000002,1.167548089488804e+20,5.5087267764514e+19,1.624945784152083e+20
39331,22.25,82.65,1.2248080256241752e+20,3.993160166281651e+19,2.4776040356206697e+20
39332,22.25,82.75,2.166057868155975e+20,6.227492664576513e+19,3.2352373322265015e+20
39333,22.25,82.85000000000002,1.5761638584862953e+20,1.0542398110650198e+20,2.1163019416983683e+20
39615,22.35,82.65,1.1536868574806363e+20,4.553414907291881e+19,1.887473443184957e+20
39616,22.35,82.75,2.036679405449e+20,8.496809809333255e+19,3.177393714248914e+20
39617,22.35,82.85000000000002,1.1026240120979695e+20,3.2856895602728358e+19,1.471909430665244e+20
43027,23.55,83.05000000000003,1.0972940961252971e+20,2.537736692012499e+19,1.969557181789143e+20
43028,23.55,83.15,1.096562097919434e+20,4.262383302412775e+19,2.1623097598010304e+20
43311,23.65,83.05000000000003,1.4974912365604274e+20,4.182038834583216e+19,2.317968638914005e+20
43312,23.65,83.15,1.6313691034398536e+20,5.594783710588573e+19,2.7637763921225236e+20
43313,23.65,83.25,1.3059640703564417e+20,4.350646800722376e+19,2.509970678478436e+20
43314,23.65,83.35000000000002,1.0679231959963124e+20,3.862698683429804e+19,1.942080618193501e+20
43594,23.75,82.95,1.4923229877282918e+20,3.804122263496951e+19,2.478636267851552e+20
43595,23.75,83.05000000000003,1.6747270883597573e+20,4.112359540071408e+19,2.6411424739281017e+20
43596,23.75,83.15,1.686369481225212e+20,5.577663680493545e+19,2.5365641155166097e+20
43597,23.75,83.25,1.2940343585519976e+20,4.628294820409199e+19,1.9530666283503265e+20
43877,23.85,82.85000000000002,1.3634040088204064e+20,3.529549278989541e+19,2.5712593757608093e+20
43878,23.85,82.95,1.7459510391302436e+20,3.748522976697813e+19,3.133305473451934e+20
43879,23.85,83.05000000000003,2.0747397266160307e+20,2.988882588215257e+19,3.874340209197919e+20
43880,23.85,83.15,1.8444965172258488e+20,2.9453055320626938e+19,2.7661553976585447e+20
43881,23.85,83.25,1.3615268401435792e+20,3.3172943622453838e+19,1.7644312670651882e+20
44160,23.95,82.75,1.532451550894915e+20,3.910555189436895e+19,2.9601653145918066e+20
44161,23.95,82.85000000000002,1.870028704352716e+20,3.65924294832496e+19,3.0270942006371385e+20
44162,23.95,82.95,2.189501783564528e+20,4.7329317604823564e+19,3.434800173460935e+20
44163,23.95,83.05000000000003,1.830421142550885e+20,2.93322245928268e+19,3.0048676339718914e+20
44164,23.95,83.15,1.405441275205496e+20,2.7205305063864205e+19,2.192762833897613e+20
44165,23.95,83.25,1.087743549107126e+20,2.748734104057561e+19,2.2351659558216e+20
44443,24.05,82.65,1.2099482666878327e+20,2.768082256210842e+19,2.370045178364272e+20
44444,24.05,82.75,2.2185154434742216e+20,6.992611757736818e+19,3.287941413963678e+20
44445,24.05,82.85000000000002,2.144980703443794e+20,5.544460185375811e+19,4.12845417626772e+20
44446,24.05,82.95,1.702048466515203e+20,4.545706831339482e+19,3.1115273841790904e+20
44447,24.05,83.05000000000003,1.2187814282258987e+20,3.6858866738151776e+19,2.259566132816988e+20
44728,24.15,82.75,1.1686349921711348e+20,6.082856803112583e+19,2.0353283305779832e+20
44729,24.15,82.85000000000002,1.347385071155212e+20,8.02025728411743e+19,2.3237708428781863e+20
56319,28.250000000000004,77.45,1.1357990248574296e+20,3.0600138407842497e+19,1.6964716893868045e+20
56602,28.35,77.35,1.3612045144147476e+20,4.7465704574673535e+19,1.9692619213403472e+20
56603,28.35,77.45,1.2341768652649575e+20,4.030091560787039e+19,1.667804246208653e+20
56604,28.35,77.55000000000003,1.0660505258911832e+20,3.911306682165069e+19,1.490877295707186e+20
56886,28.45,77.35,1.3801763934886393e+20,4.088604473579621e+19,2.000463467978974e+20
56887,28.45,77.45,1.268608609285773e+20,4.754695053254056e+19,1.698712837212521e+20
56888,28.45,77.55000000000003,1.0654464803839992e+20,4.0611539052861686e+19,1.4211050243264476e+20
