,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
25987,17.55,83.05000000000003,1.1403165608442872e+20,8.998687766416543e+19,1.469154741362403e+20
35664,20.95,85.15,1.5203935139987227e+20,8.095610852068182e+19,2.6191379063327696e+20
35665,20.95,85.25,1.1205678100897137e+20,7.466148396147216e+19,1.819022760706537e+20
35947,21.05,85.05000000000003,1.2262958824109048e+20,6.304183129254001e+19,2.4964342862473452e+20
35948,21.05,85.15,1.1252821431976727e+20,8.267163827850868e+19,1.378319564563527e+20
36231,21.15,85.05000000000003,1.5469536930046935e+20,1.0499394747089931e+20,2.26205236106291e+20
36514,21.25,84.95,1.2185082149928524e+20,3.246994267352454e+19,2.8513961228246247e+20
37335,21.55,81.85000000000002,1.1560468143041256e+20,2.613074800501471e+19,2.2599387501900405e+20
37925,21.75,84.05000000000003,1.2162596959872863e+20,5.75615109035392e+19,2.1227111237309835e+20
38208,21.85,83.95,1.2679280653813444e+20,1.838115699543847e+19,3.335497493191332e+20
38209,21.85,84.05000000000003,1.5614471288569925e+20,5.59493993934542e+19,2.559105748575468e+20
38210,21.85,84.15,1.2281556596503654e+20,2.5863099813812007e+19,3.620833153233896e+20
38485,21.95,83.25,1.1398230106038791e+20,2.4658691777324884e+19,1.918273708636369e+20
38493,21.95,84.05000000000003,1.1700450291882667e+20,1.2446374518345871e+19,2.25372433677082e+20
39044,22.15,82.35000000000002,1.4544161912789528e+20,9.578142414510422e+19,2.305873278110969e+20
39045,22.15,82.45,1.19838786627097e+20,3.382209375478184e+19,1.9490737747909912e+20
39332,22.25,82.75,1.1867474403435087e+20,2.3572350523339022e+19,2.3658832696272847e+20
39615,22.35,82.65,1.2495795416198169e+20,4.879136282052196e+19,2.2246207257809807e+20
39616,22.35,82.75,1.639424069981256e+20,4.442800621924903e+19,2.8575110694690272e+20
39899,22.45,82.65,1.8037903076152528e+20,1.351957265012612e+19,4.157624661115767e+20
39900,22.45,82.75,1.639332253978869e+20,1.3966730563919106e+19,3.528196014592406e+20
40183,22.55,82.65,1.5522636735388572e+20,1.160217217407667e+19,4.086297297462027e+20
40467,22.65,82.65,1.2861359511058924e+20,1.1119108894944797e+19,3.544181473804812e+20
40787,22.75,86.25,1.163830463590941e+20,5.930133986926445e+19,3.004471634563716e+20
41071,22.85,86.25,1.1445880059984172e+20,5.186679861302501e+19,1.7478044462386473e+20
42785,23.45,87.25,1.1468280033931076e+20,2.264280627648296e+19,2.4394095338584877e+20
42817,23.45,90.45,1.2125222902509263e+20,2.522247215878945e+19,3.722677128645241e+20
42818,23.45,90.55,1.2270414942873356e+20,2.653395191029894e+19,3.834601780364849e+20
43069,23.55,87.25,1.2147820533773174e+20,6.139307856983861e+19,2.1594168719732435e+20
43070,23.55,87.35000000000002,1.1149649065255584e+20,4.285589335650896e+19,1.9036129475782823e+20
43100,23.55,90.35,1.1283916356183492e+20,2.1921458718916743e+19,3.074468583262852e+20
43101,23.55,90.45,1.679032178135805e+20,4.105164731136003e+19,3.2758766724485834e+20
43102,23.55,90.55,1.728819759026692e+20,4.631676851209419e+19,3.9177158273717286e+20
43103,23.55,90.65,1.2698949126829444e+20,2.8833029939441394e+19,3.1965093477508343e+20
43352,23.65,87.15,1.196489734524012e+20,6.517446649740381e+19,1.988370691614966e+20
43384,23.65,90.35,1.3796114353662671e+20,3.401220075192156e+19,3.6624029474021114e+20
43385,23.65,90.45,1.860617387640944e+20,7.441084122154946e+19,3.3337430928356855e+20
43386,23.65,90.55,2.0640284422141516e+20,7.66280344751589e+19,3.0854420488585164e+20
43387,23.65,90.65,1.2107061230568446e+20,3.235305186432942e+19,2.7641398829955183e+20
43668,23.75,90.35,1.743541969809764e+20,5.48214844250656e+19,3.757598313356065e+20
43669,23.75,90.45,1.73217378126462e+20,7.502446475619933e+19,4.0886729692795365e+20
43670,23.75,90.55,1.4315163216784546e+20,8.631915945208927e+19,2.3909042392697412e+20
43952,23.85,90.35,1.5276592731350404e+20,5.089739977994514e+19,3.3832780840724634e+20
43953,23.85,90.45,1.541647710247029e+20,4.89570842179896e+19,3.6339991728011536e+20
44236,23.95,90.35,1.408094369046705e+20,5.478873878307549e+19,2.092540431335544e+20
44237,23.95,90.45,1.1760069250616176e+20,2.707416533291048e+19,2.6559379632058083e+20
44444,24.05,82.75,1.6022254755710845e+20,7.79137694698053e+19,3.481480806704787e+20
44445,24.05,82.85000000000002,1.4860933751421157e+20,4.674187928462044e+19,3.43907652744782e+20
44726,24.15,82.55000000000003,1.298662683262931e+20,2.1645785717045985e+19,3.327193253957447e+20
44727,24.15,82.65,1.7860202875845165e+20,2.8175026876128027e+19,3.902241258594548e+20
44728,24.15,82.75,1.8203733066972424e+20,4.922737049425389e+19,2.7846787055306165e+20
44729,24.15,82.85000000000002,1.622501689831096e+20,7.122404453670001e+19,2.62015526127364e+20
44805,24.15,90.45,1.2332073075108626e+20,3.377511515192255e+19,2.9961209558977295e+20
45009,24.25,82.45,1.2339021463972209e+20,1.176014602301507e+19,3.574378331940842e+20
45010,24.25,82.55000000000003,1.375682774634894e+20,1.9402890712782107e+19,3.4344131779407675e+20
45011,24.25,82.65,1.2555576777542348e+20,1.5674189424909062e+19,2.553713670048296e+20
45012,24.25,82.75,1.4215320037302269e+20,1.503895027032035e+19,3.258770812781541e+20
45013,24.25,82.85000000000002,1.132171643685928e+20,2.225612748478848e+19,1.947457951797309e+20
56602,28.35,77.35,1.1271066704843696e+20,3.219147145136276e+19,1.985193230717365e+20
56885,28.45,77.25,1.3968354685296232e+20,5.282229309681112e+19,2.790302343077838e+20
56886,28.45,77.35,1.341438354386304e+20,4.024558321847928e+19,2.4910251675473327e+20
56887,28.45,77.45,1.2284499922453812e+20,3.801517722735215e+19,2.6420477395364866e+20
57168,28.55,77.15,1.4518059948049238e+20,3.4692814855244136e+19,2.1193997282025148e+20
57169,28.55,77.25,1.526295121783335e+20,4.888881991722147e+19,2.723374694870477e+20
57170,28.55,77.35,1.5377367589557197e+20,6.6404110426843726e+19,3.19188592677633e+20
57171,28.55,77.45,1.3724152846394951e+20,5.19988328627797e+19,3.156875101757881e+20
57451,28.65,77.05000000000003,1.2967000108731484e+20,1.8079275725578758e+19,4.2012695324450016e+20
57452,28.65,77.15,1.6159285246209127e+20,2.2836511324245918e+19,4.07468960631776e+20
