,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8910,11.55,79.35000000000002,9.380857502756264e+19,1.975233121029446e+19,2.349211156905034e+20
8911,11.55,79.45,8.9141789457456e+19,4.358507444283089e+19,1.158292842913757e+20
35381,20.85,85.25,1.3884944575368318e+20,4.499805303469317e+19,2.1589465811965716e+20
35382,20.85,85.35000000000002,1.1121714168621806e+20,2.277831376253416e+19,1.7314826580982068e+20
35383,20.85,85.45,7.609970433537796e+19,1.4857289851116409e+19,1.5318083172959984e+20
35665,20.95,85.25,1.0833732457092786e+20,3.263398307597927e+19,1.807774280894576e+20
35666,20.95,85.35000000000002,7.76006980884032e+19,2.056964810623088e+19,1.1262366229938165e+20
35948,21.05,85.15,1.0618195640288988e+20,3.6172747793592517e+19,1.6025065365511425e+20
35949,21.05,85.25,9.409160759800957e+19,1.9693684074798526e+19,1.6982109318404365e+20
36232,21.15,85.15,9.467432696583134e+19,3.014492927333084e+19,2.2063616780054187e+20
37926,21.75,84.15,8.1254519253666e+19,3.107692187123301e+19,1.4876518570411383e+20
38209,21.85,84.05000000000003,8.32134463473783e+19,5.285846614695941e+19,1.4002989208014365e+20
38210,21.85,84.15,1.3264085362724816e+20,7.49141949521996e+19,1.9599112460681927e+20
38211,21.85,84.25,7.859772198508159e+19,4.336012169160293e+19,1.2932408076122874e+20
38494,21.95,84.15,8.775887962122129e+19,2.815220932167683e+19,1.9054539896889623e+20
38495,21.95,84.25,1.0960734926141832e+20,4.040186602604284e+19,2.53006228517318e+20
39044,22.15,82.35000000000002,1.2261044103180072e+20,4.850989597068942e+19,1.9474916851091177e+20
39045,22.15,82.45,8.556765186842927e+19,4.631822394333914e+19,1.6188686105927516e+20
39328,22.25,82.35000000000002,1.0494906232122058e+20,2.167218170414043e+19,2.4852232821722153e+20
39329,22.25,82.45,1.2494225559849396e+20,2.732835949898651e+19,2.33333162693492e+20
39613,22.35,82.45,9.991268221000443e+19,2.1174081154845405e+19,1.8497500333683488e+20
39614,22.35,82.55000000000003,8.388705787042754e+19,2.838666491982566e+19,1.2785955769909412e+20
39616,22.35,82.75,1.4236656872891266e+20,7.539092801195716e+19,2.672091494800906e+20
39617,22.35,82.85000000000002,8.964787859670453e+19,3.907732947153564e+19,1.5088295083520134e+20
39899,22.45,82.65,9.283029356692772e+19,2.298743277115641e+19,1.567811524368855e+20
39900,22.45,82.75,2.71527921928498e+20,6.4259577532129034e+19,4.7501683684528626e+20
39901,22.45,82.85000000000002,1.4313821838375336e+20,6.7353592712096784e+19,2.605687248920818e+20
40183,22.55,82.65,9.516341189179554e+19,2.812280326855439e+19,2.3857385781803988e+20
40184,22.55,82.75,1.6459221590882216e+20,2.752163413700557e+19,3.2893362921033014e+20
40185,22.55,82.85000000000002,1.0118725064879487e+20,2.76864873428904e+19,1.993572769440336e+20
40468,22.65,82.75,8.297609581948687e+19,2.2584884623431205e+19,1.2479869397348888e+20
43876,23.85,82.75,8.16804156322001e+19,3.147091413009408e+19,1.573735936874848e+20
43877,23.85,82.85000000000002,9.519456687394844e+19,3.052210468056162e+19,2.054433022015215e+20
43878,23.85,82.95,9.624015710075036e+19,3.034060920694217e+19,1.5749600716734634e+20
