,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8627,11.45,79.45,7.656413342679304e+19,4.362483022007338e+19,1.242354527559086e+20
8910,11.55,79.35000000000002,6.448522898266642e+19,3.0909593972012384e+19,1.3462421699640082e+20
8911,11.55,79.45,1.0807596169117336e+20,9.43623631908832e+19,1.2731089989007462e+20
8912,11.55,79.55000000000003,7.448177567894033e+19,3.1768221691559125e+19,9.844876491269844e+19
29359,18.75,79.45,9.644163865220424e+19,5.906215440182968e+19,1.5147786745330172e+20
29360,18.75,79.55000000000003,7.325191036058796e+19,5.4894130850719736e+19,1.3704519168207626e+20
29643,18.85,79.45,7.853328747486755e+19,3.473639834677927e+19,1.5848461704881157e+20
29644,18.85,79.55000000000003,7.236330467348408e+19,3.503886960561528e+19,1.1198053430594386e+20
32198,19.75,79.35000000000002,6.666380304798919e+19,3.143563002120244e+19,1.1061953365385398e+20
32481,19.85,79.25,6.766537744493857e+19,3.251023161782473e+19,1.0855328900255862e+20
32482,19.85,79.35000000000002,7.1792208083255435e+19,3.4805122038368e+19,1.542815140914354e+20
32765,19.95,79.25,8.695823901707259e+19,5.678863446912047e+19,1.148308428918652e+20
32766,19.95,79.35000000000002,9.136358614139412e+19,4.4610402748853895e+19,1.310097828978758e+20
35664,20.95,85.15,6.707135503423218e+19,3.4499871831378747e+19,1.0119672700658234e+20
36231,21.15,85.05000000000003,1.0209321962241596e+20,3.771670271582891e+19,2.0085042249436597e+20
36232,21.15,85.15,7.814388775847636e+19,2.6552117158404133e+19,1.0748554980969e+20
36515,21.25,85.05000000000003,6.790685437939814e+19,2.754852942907878e+19,1.1615368366739032e+20
37337,21.55,82.05000000000003,6.953779747378007e+19,3.952909138860439e+19,1.1114992009458288e+20
37338,21.55,82.15,7.770387182140819e+19,6.140327102725797e+19,1.10809267289951e+20
37339,21.55,82.25,6.7717243522781454e+19,4.742910972018968e+19,1.2570184649343495e+20
38209,21.85,84.05000000000003,9.424388094170936e+19,6.597824048864864e+19,1.2418774022987252e+20
38210,21.85,84.15,1.311456113932454e+20,1.0019094116003612e+20,1.8042234042247283e+20
38211,21.85,84.25,6.851808453587875e+19,4.88985650690186e+19,1.1586191115182485e+20
38477,21.95,82.45,7.189013678923813e+19,4.2690207530738975e+19,1.184936219478728e+20
38494,21.95,84.15,8.898150300039386e+19,3.457341681614477e+19,1.798350329702043e+20
38495,21.95,84.25,8.456171658247412e+19,3.9074165405921034e+19,1.106023645935592e+20
38760,22.05,82.35000000000002,7.138017534456988e+19,3.26506561909012e+19,1.4438035644862108e+20
38761,22.05,82.45,7.982711823409881e+19,3.8173444152570405e+19,1.0733940630956065e+20
38762,22.05,82.55000000000003,7.76577086353996e+19,3.802454752554796e+19,1.2103489586775273e+20
38763,22.05,82.65,8.570576899032257e+19,5.85212033904575e+19,1.087776786124771e+20
38764,22.05,82.75,7.018400712926181e+19,3.144303713085292e+19,1.0372761775161813e+20
39044,22.15,82.35000000000002,9.379749541378384e+19,4.827288983287208e+19,2.010663555868329e+20
39045,22.15,82.45,8.575595859769387e+19,4.238768034412856e+19,1.0520464896426918e+20
39046,22.15,82.55000000000003,7.289703939363312e+19,3.245775249086162e+19,9.95425627159619e+19
39332,22.25,82.75,7.208375300884897e+19,3.819281017247779e+19,1.784547727447846e+20
39333,22.25,82.85000000000002,6.676337613021767e+19,2.326528651807276e+19,1.7450330676893227e+20
39335,22.25,83.05000000000003,6.4877555805905035e+19,2.369571969372869e+19,1.29153440588455e+20
39615,22.35,82.65,9.992869013050307e+19,4.8185804100680745e+19,2.0023786385081503e+20
39616,22.35,82.75,1.7299409582511345e+20,9.741283160015952e+19,3.214985550419867e+20
39617,22.35,82.85000000000002,1.1451488589717058e+20,3.6142671506130293e+19,1.8232917861975343e+20
39618,22.35,82.95,1.1820286601745963e+20,2.590736005099429e+19,2.934189548860648e+20
39619,22.35,83.05000000000003,9.970010966430782e+19,2.4536984579585774e+19,2.816387201174288e+20
39620,22.35,83.15,6.869750715064388e+19,2.711511441773898e+19,1.6381203667059075e+20
39899,22.45,82.65,8.260756607510325e+19,3.696505333657738e+19,1.4657487435789836e+20
39900,22.45,82.75,1.563824719926037e+20,6.149944018711107e+19,3.24978158983962e+20
39901,22.45,82.85000000000002,8.857722848360461e+19,4.908502991299129e+19,1.7534410606110602e+20
39902,22.45,82.95,7.819620766936559e+19,2.952635022539941e+19,1.4822525839617658e+20
39903,22.45,83.05000000000003,7.551748373208824e+19,2.723117429368544e+19,1.603551573574534e+20
39904,22.45,83.15,6.694378962902595e+19,2.8125730526194995e+19,1.176264663317938e+20
40184,22.55,82.75,6.560990100538048e+19,1.9724401001141744e+19,1.8132972706545808e+20
43880,23.85,83.15,7.97347464810147e+19,1.674493475509952e+19,1.9851182307935112e+20
43881,23.85,83.25,6.939028493754162e+19,1.9332267368313926e+19,1.9181551966034972e+20
44159,23.95,82.65,7.939216693975461e+19,3.752939693317375e+19,1.2343798383428813e+20
44160,23.95,82.75,9.457211985541366e+19,5.054502734969223e+19,1.4601186400160363e+20
44161,23.95,82.85000000000002,1.0856018066391204e+20,3.338735367281614e+19,2.7267169074120563e+20
44162,23.95,82.95,1.1311525684978706e+20,2.432323779498944e+19,2.525786468721751e+20
44163,23.95,83.05000000000003,1.1692069572742328e+20,1.6441502107937645e+19,2.7707753619634976e+20
44164,23.95,83.15,1.0701936527851417e+20,1.8240381322215537e+19,2.5605569147010128e+20
44165,23.95,83.25,7.64158955279592e+19,1.887389538637313e+19,1.5863426722512165e+20
44443,24.05,82.65,9.97157293253228e+19,4.171547135490281e+19,1.8978495620097226e+20
44444,24.05,82.75,1.884945428380108e+20,9.752455149159865e+19,2.7464716845885863e+20
44445,24.05,82.85000000000002,1.5323401988998103e+20,1.1675117391712756e+20,1.8684713418759556e+20
44446,24.05,82.95,1.2076446720951234e+20,4.7817074762329014e+19,1.7482009359638974e+20
44447,24.05,83.05000000000003,9.727247177081817e+19,2.913755400519653e+19,1.507626651598255e+20
44448,24.05,83.15,8.68448209734937e+19,2.277141835875927e+19,1.7155384708108196e+20
44449,24.05,83.25,6.87059839785379e+19,2.391413983138828e+19,1.5284163002027524e+20
44726,24.15,82.55000000000003,8.33421523940323e+19,2.7181246433452143e+19,3.0642243564607694e+20
44727,24.15,82.65,1.2764407009158418e+20,3.868921307893702e+19,4.648475941236368e+20
44728,24.15,82.75,1.7707448107625375e+20,5.671048490978225e+19,3.6177484183337166e+20
