,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
30146,19.05,72.95,1.1225772133671074e+20,7.2183180793841385e+19,1.803415409509944e+20
38190,21.85,82.15,1.1049371471035331e+20,4.475278894781196e+19,1.7684572644507166e+20
38191,21.85,82.25,1.1044497859413282e+20,4.235631584093028e+19,1.8212470407806753e+20
38192,21.85,82.35000000000002,1.0972090953930542e+20,4.028000638615929e+19,1.6838053540296858e+20
38475,21.95,82.25,1.347379380549328e+20,8.729857066180485e+19,1.867197630987087e+20
38476,21.95,82.35000000000002,1.4233789342272664e+20,6.9136898593269735e+19,2.002851895865021e+20
38759,22.05,82.25,1.3323772277066908e+20,1.0860524802692537e+20,1.8187327106832836e+20
38760,22.05,82.35000000000002,1.2371355298478005e+20,7.77223492307095e+19,1.730474586170312e+20
39048,22.15,82.75,1.24746482154223e+20,4.368905745374192e+19,2.3256951787805295e+20
39332,22.25,82.75,1.4902016707821165e+20,6.3939681879065e+19,2.0953443148253836e+20
39616,22.35,82.75,1.4075693284034485e+20,7.304221382188417e+19,2.198693139417509e+20
42501,23.35,87.25,1.5540834030924284e+20,7.53503278571336e+19,2.724636987984629e+20
42502,23.35,87.35000000000002,1.1504417309041766e+20,6.961797315626622e+19,1.398469438367703e+20
42536,23.35,90.75,1.0969934149089126e+20,3.1426824495257063e+19,2.0375758468438635e+20
42784,23.45,87.15,1.466200020174042e+20,8.143654526557946e+19,2.4702644286014715e+20
42785,23.45,87.25,1.7289648622485878e+20,8.167067204545048e+19,2.9362016212659837e+20
42786,23.45,87.35000000000002,1.637642226409982e+20,1.0202612579066433e+20,3.255838115845986e+20
42818,23.45,90.55,1.1603739275894496e+20,2.357594389438284e+19,2.7938393752145183e+20
42819,23.45,90.65,1.3722381274114328e+20,3.163725276650292e+19,2.641537523918157e+20
42820,23.45,90.75,1.2380661720042316e+20,3.923633123163153e+19,2.135733465918072e+20
42821,23.45,90.85,1.2059027228483196e+20,2.637129572458718e+19,2.2504604882958746e+20
43069,23.55,87.25,1.5403581659229615e+20,7.757710219923656e+19,2.7640705748500785e+20
43070,23.55,87.35000000000002,1.2390693569718372e+20,6.484427313195643e+19,2.191468660564871e+20
43102,23.55,90.55,1.758516910561335e+20,4.702671705454332e+19,3.4028375793407505e+20
43103,23.55,90.65,1.942098849277636e+20,7.372517749270692e+19,3.3432950204596984e+20
43104,23.55,90.75,1.439299961358591e+20,6.528824131642549e+19,2.4863862746210448e+20
43105,23.55,90.85,1.2229444263451586e+20,3.138157659938025e+19,2.606802104330092e+20
43350,23.65,86.95,1.2544323184889304e+20,6.915904326687203e+19,2.019505701598178e+20
43385,23.65,90.45,1.28136535691047e+20,4.750481104169221e+19,2.8290632957350884e+20
43386,23.65,90.55,1.9250296558242185e+20,9.519035493066383e+19,2.9615643325430805e+20
43387,23.65,90.65,1.7246145675334222e+20,9.359151922554344e+19,2.1031561661648228e+20
43388,23.65,90.75,1.157103861842844e+20,5.7237976149276615e+19,2.1491549125298343e+20
43591,23.75,82.65,1.0995616059129458e+20,2.6915859363138785e+19,1.8179007224985233e+20
43592,23.75,82.75,1.093460849281552e+20,4.6781655323252695e+19,2.12870003810772e+20
43593,23.75,82.85000000000002,1.152409704739292e+20,1.7891577620327514e+19,2.0566188068895674e+20
43633,23.75,86.85000000000002,1.1334706044443314e+20,5.587691841614628e+19,1.93230703547557e+20
43669,23.75,90.45,1.2444548493683378e+20,6.595098702545347e+19,2.13043880169404e+20
43670,23.75,90.55,1.3647634056239106e+20,9.746853665863691e+19,2.0504432130107277e+20
43671,23.75,90.65,1.2214973558295993e+20,7.217195007112019e+19,1.781040531625516e+20
43873,23.85,82.45,1.2212129269431704e+20,1.491448687577369e+19,2.5337736013727603e+20
43874,23.85,82.55000000000003,1.583112531518505e+20,3.379640940654917e+19,2.7934877272534037e+20
43875,23.85,82.65,1.5836003330149784e+20,3.8297118106601636e+19,2.8002081878054997e+20
43876,23.85,82.75,1.628280117769735e+20,9.942911366108696e+19,2.765620824656758e+20
43877,23.85,82.85000000000002,1.5681434967157116e+20,3.865440655512039e+19,2.319577529875002e+20
43878,23.85,82.95,1.4968143748111624e+20,2.0862981045060645e+19,2.7170158190140637e+20
43879,23.85,83.05000000000003,1.2514755902423088e+20,1.5828925673077002e+19,3.661752990114017e+20
43952,23.85,90.35,1.3194640779794773e+20,5.096928384700334e+19,3.383420654057798e+20
43953,23.85,90.45,1.2397952476232027e+20,6.7539595634876785e+19,2.4897464549446307e+20
44158,23.95,82.55000000000003,1.593703898261526e+20,5.312859317747148e+19,2.5509351152129976e+20
44159,23.95,82.65,2.1707925130611848e+20,1.041912699300757e+20,3.22089654754669e+20
44160,23.95,82.75,2.544369343945042e+20,2.02207927171811e+20,3.254510145825158e+20
44161,23.95,82.85000000000002,2.69952160427328e+20,1.19092918917404e+20,3.5957856024964314e+20
44162,23.95,82.95,1.8093537336908284e+20,4.323524342825826e+19,3.4922839414850604e+20
44163,23.95,83.05000000000003,1.247800099806346e+20,1.956293045051106e+19,3.3132821197517967e+20
44236,23.95,90.35,1.3700264150094874e+20,7.457707713266234e+19,3.0872293582681165e+20
44237,23.95,90.45,1.283149998744317e+20,6.715515850844493e+19,2.020834394642744e+20
44442,24.05,82.55000000000003,1.2634100053871455e+20,3.810268640173795e+19,2.4636915169998196e+20
44443,24.05,82.65,2.1434790981405668e+20,7.988239336007547e+19,3.690008176654763e+20
44444,24.05,82.75,2.893985490937249e+20,5.354522515974276e+19,4.8745554389722255e+20
44445,24.05,82.85000000000002,2.2969395850581413e+20,5.286553681694906e+19,3.3707513657536525e+20
