,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8910,11.55,79.35000000000002,7.513072175251055e+19,2.673712105471296e+19,1.0163286021428278e+20
9194,11.650000000000002,79.35000000000002,8.858826926107863e+19,2.2575045724757467e+19,1.923407264115986e+20
35380,20.85,85.15,1.0500397211851937e+20,4.025254346642085e+19,1.8889892870817133e+20
35381,20.85,85.25,1.531087029075392e+20,5.486860055756251e+19,2.9550378773211585e+20
35382,20.85,85.35000000000002,8.566412226028187e+19,2.1533202514101785e+19,1.985147004980872e+20
35663,20.95,85.05000000000003,7.398369429552787e+19,2.30182370421741e+19,1.8145516288029147e+20
35664,20.95,85.15,1.2661580592356742e+20,3.894088589069896e+19,2.3228189362564884e+20
35665,20.95,85.25,1.1998342236799938e+20,5.273702625425094e+19,2.063399028358852e+20
35947,21.05,85.05000000000003,7.94351165946195e+19,3.291330123733059e+19,1.755643671248386e+20
35948,21.05,85.15,1.3377990351483404e+20,5.736532741671212e+19,3.1180363572597765e+20
35949,21.05,85.25,9.64613807869408e+19,4.1367185666468274e+19,2.356105767226962e+20
36231,21.15,85.05000000000003,9.221995899061856e+19,3.585921616333058e+19,2.393334236025517e+20
36232,21.15,85.15,1.1612773856989784e+20,3.889538449068184e+19,1.9239765937702017e+20
37924,21.75,83.95,7.320794030984829e+19,2.3244716408283152e+19,1.6658187828942966e+20
37925,21.75,84.05000000000003,1.1381839659187364e+20,2.5943385003224543e+19,2.158140296999098e+20
38209,21.85,84.05000000000003,8.040203795621808e+19,2.5304599271933137e+19,1.4036548948735554e+20
38210,21.85,84.15,7.31101869456281e+19,1.1421116432298617e+19,1.853019603456548e+20
38762,22.05,82.55000000000003,7.3699376140964176e+19,3.5434599484623e+19,1.1324620676502264e+20
38763,22.05,82.65,8.006572969284601e+19,4.1265869847789126e+19,2.0612692957218757e+20
39043,22.15,82.25,9.32915705587892e+19,2.7766464653249057e+19,1.798731949104894e+20
39044,22.15,82.35000000000002,1.2424790823961253e+20,5.846018028071876e+19,2.095279161093573e+20
39045,22.15,82.45,9.207494649227905e+19,4.280492185452186e+19,1.8747020264695946e+20
39047,22.15,82.65,7.556870224202128e+19,3.398155258366429e+19,1.2743852450966947e+20
39328,22.25,82.35000000000002,9.89768671953455e+19,2.555389038576926e+19,1.6837672522646736e+20
39329,22.25,82.45,1.1643759992060694e+20,3.077053974334926e+19,2.4649413514071753e+20
39330,22.25,82.55000000000003,1.1436910916751542e+20,4.3351605893708734e+19,2.0541710598760727e+20
39331,22.25,82.65,1.0599734906780053e+20,5.765748511923103e+19,1.5908739862275998e+20
39332,22.25,82.75,1.0095599238269783e+20,4.807236564325917e+19,1.6383467808563357e+20
39614,22.35,82.55000000000003,1.019477427376638e+20,3.5294419984301e+19,2.03097552683152e+20
39615,22.35,82.65,1.7509137155382238e+20,6.208679736607342e+19,3.276180461800256e+20
39616,22.35,82.75,1.9527580940696833e+20,8.163342233957707e+19,3.382823662677877e+20
39617,22.35,82.85000000000002,8.303024928263602e+19,5.518599688062558e+19,1.1757736257807036e+20
39899,22.45,82.65,1.2536154208287905e+20,4.871842780146032e+19,2.3370164681626403e+20
39900,22.45,82.75,2.041810400323185e+20,8.32275282012249e+19,4.0440855995885984e+20
39901,22.45,82.85000000000002,1.0863375740907456e+20,4.592292019394639e+19,1.4974276638974407e+20
40184,22.55,82.75,7.530973452396082e+19,2.388992652547622e+19,1.351474942811987e+20
42456,23.35,82.75,8.922515274804118e+19,1.107551675350124e+19,1.6747710489953616e+20
42739,23.45,82.65,7.385094247509443e+19,1.6278731051858557e+19,1.9500241969822083e+20
