,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
9195,11.650000000000002,79.45,8.306075229262933e+19,4.170671508357272e+19,1.374282737067959e+20
19107,15.150000000000002,76.65,7.968635277810228e+19,4.339456441603112e+19,1.5166804370233655e+20
22522,16.35,77.35,8.721934687415928e+19,4.941171577157527e+19,1.4288077475222602e+20
29643,18.85,79.45,7.380754473168478e+19,3.736188002361448e+19,1.600569897805061e+20
35097,20.75,85.25,8.219522723526274e+19,1.9114445171084333e+19,1.7348599697225037e+20
35098,20.75,85.35000000000002,7.597432988218846e+19,1.5592655863886348e+19,1.8137297577574387e+20
35381,20.85,85.25,1.0132482769677151e+20,2.144034374855949e+19,2.4385985924089597e+20
35382,20.85,85.35000000000002,7.781734266337196e+19,2.454578907337273e+19,1.894849443772905e+20
35665,20.95,85.25,9.156107305234896e+19,3.543289804880961e+19,1.81909270892367e+20
35948,21.05,85.15,7.91735591600592e+19,4.032666380872412e+19,1.8123303702369793e+20
35949,21.05,85.25,8.269049425148315e+19,2.911167818515666e+19,2.440744653330964e+20
37337,21.55,82.05000000000003,8.5307298936825e+19,3.607629011006743e+19,1.5125681062524915e+20
37621,21.65,82.05000000000003,8.830107135527294e+19,3.1472407476811e+19,1.576948895970149e+20
37925,21.75,84.05000000000003,9.105166724583155e+19,2.9872691757660037e+19,1.3586075635233332e+20
37926,21.75,84.15,7.832909354824481e+19,1.4685282396936671e+19,1.4125708655074248e+20
38209,21.85,84.05000000000003,1.0105294535215094e+20,2.517625094327163e+19,1.7342279706373125e+20
38210,21.85,84.15,9.644678019681932e+19,1.267843686830357e+19,1.8272013542397696e+20
38477,21.95,82.45,9.128832612953334e+19,2.960276845455118e+19,1.8533637030164647e+20
39043,22.15,82.25,9.289834686464111e+19,4.591871758793759e+19,1.520909908444236e+20
39044,22.15,82.35000000000002,1.6324217395542442e+20,5.742826425893022e+19,2.9264449737072247e+20
39045,22.15,82.45,7.937643553639906e+19,3.6827570883839934e+19,1.2485066073485844e+20
39328,22.25,82.35000000000002,7.546005436599594e+19,3.574852955963288e+19,1.3682071499697458e+20
39329,22.25,82.45,8.389645619862888e+19,3.151663405897161e+19,1.9605282940779024e+20
39330,22.25,82.55000000000003,8.054907587251803e+19,3.1472424771900875e+19,1.9914804393430945e+20
39614,22.35,82.55000000000003,7.082763340992407e+19,3.77353247548309e+19,1.2212838820746184e+20
39615,22.35,82.65,8.251273770304705e+19,5.063548613879344e+19,1.0903216388269276e+20
39616,22.35,82.75,1.1872272211533305e+20,3.747740009367637e+19,2.0052504319562115e+20
39899,22.45,82.65,1.2224882348230318e+20,9.0480750457232e+19,1.5525312845322142e+20
39900,22.45,82.75,2.3027365338144247e+20,5.202992942043135e+19,4.3881455088330473e+20
39901,22.45,82.85000000000002,1.1172087956867785e+20,1.8391696337081555e+19,3.260528333463171e+20
40183,22.55,82.65,8.941128713970813e+19,5.644526254324141e+19,1.4091007979169528e+20
40184,22.55,82.75,1.222044084668634e+20,3.207829667966141e+19,2.530971308969876e+20
40185,22.55,82.85000000000002,7.684567498877456e+19,1.6336733107288347e+19,2.0633462436099267e+20
40467,22.65,82.65,8.798235595278087e+19,3.70297681587655e+19,2.3559316863927504e+20
40468,22.65,82.75,8.79004074214742e+19,2.3125819595362906e+19,1.5704882449302654e+20
40750,22.75,82.55000000000003,7.412530610545908e+19,1.684443978031669e+19,2.2306311904270916e+20
40751,22.75,82.65,7.228182878889424e+19,2.3499614400874144e+19,2.2627090518252192e+20
43875,23.85,82.65,7.489939938265584e+19,1.9184559096338444e+19,2.091220928218372e+20
43876,23.85,82.75,7.807647582519078e+19,1.885450651265984e+19,1.983422858697024e+20
44157,23.95,82.45,8.426001204551007e+19,2.5875625336760517e+19,2.5002288976673725e+20
44158,23.95,82.55000000000003,1.200415904669866e+20,3.395438953557403e+19,3.230324029570247e+20
44159,23.95,82.65,1.5833593234977545e+20,3.607369161720481e+19,3.947246028423728e+20
44160,23.95,82.75,1.2071959339225886e+20,2.935531688517996e+19,2.63176527642562e+20
44161,23.95,82.85000000000002,7.531484514710061e+19,1.631963929605936e+19,1.6074590684331642e+20
44441,24.05,82.45,9.878154282120022e+19,2.352438741654707e+19,2.2453526614962543e+20
44442,24.05,82.55000000000003,1.1970845292890196e+20,2.646992723899502e+19,2.312986133917918e+20
44443,24.05,82.65,1.6234725491355304e+20,5.418531882657476e+19,3.527522290251334e+20
44444,24.05,82.75,1.838487905902332e+20,7.209491622437301e+19,3.736744440172712e+20
44445,24.05,82.85000000000002,1.3685510335145437e+20,2.827707102960079e+19,2.979472622900136e+20
44446,24.05,82.95,9.157535301403736e+19,1.6946776437215117e+19,2.2259256791668195e+20
44447,24.05,83.05000000000003,8.90089492015602e+19,1.6691003072284275e+19,2.4220276277196885e+20
44726,24.15,82.55000000000003,8.404958498296573e+19,3.279463422243301e+19,1.471541696000906e+20
44727,24.15,82.65,1.1586427094614272e+20,6.239283830137084e+19,1.554724459071898e+20
44728,24.15,82.75,2.037124169788878e+20,8.99805014268246e+19,3.6345433357085245e+20
44729,24.15,82.85000000000002,1.88659988414871e+20,3.516654849729674e+19,4.800232947246085e+20
44730,24.15,82.95,1.225059311141938e+20,2.0826084204925542e+19,3.16593115625316e+20
44731,24.15,83.05000000000003,1.006440143808432e+20,1.4743080621883597e+19,2.460703706180958e+20
45012,24.25,82.75,1.2110403263962282e+20,2.6727708324135227e+19,2.8384473971543425e+20
45013,24.25,82.85000000000002,1.8859473201583673e+20,2.867382572966105e+19,5.0768333051885525e+20
45014,24.25,82.95,1.483530683695105e+20,1.6630522983132189e+19,4.601233428728064e+20
45015,24.25,83.05000000000003,1.0610488735606165e+20,1.691764188915666e+19,2.4403610587234714e+20
45016,24.25,83.15,7.1242520249685156e+19,1.4745486441568557e+19,2.6202121019236224e+20
45297,24.35,82.85000000000002,1.2767537857025476e+20,2.444573763025497e+19,3.9519530018651446e+20
45298,24.35,82.95,1.382216896436562e+20,2.343353157799205e+19,3.7695249447333665e+20
45299,24.35,83.05000000000003,8.823020951071675e+19,1.8037247426956186e+19,2.0690789293826428e+20
45582,24.45,82.95,9.717971007639963e+19,3.3121135631456416e+19,3.268835826026838e+20
45583,24.45,83.05000000000003,8.924277565673208e+19,2.3452519479830303e+19,2.1267787579382193e+20
45866,24.55,82.95,9.072773984762847e+19,1.4396081172657054e+19,3.9874049078262235e+20
45867,24.55,83.05000000000003,7.74571102026797e+19,1.3434519469709177e+19,2.8209791692874583e+20
46722,24.85,83.35000000000002,8.059576793668274e+19,1.5745515742932007e+19,3.8531498762679275e+20
46723,24.85,83.45,7.452159036770352e+19,1.412101932278783e+19,3.515250701692144e+20
46768,24.85,87.95,7.784652020334713e+19,1.589106882680281e+19,1.4014495607359468e+20
47006,24.95,83.35000000000002,8.557715417780681e+19,1.516004071553068e+19,4.145060977619962e+20
47007,24.95,83.45,8.285961895079818e+19,1.8444804125577181e+19,3.9796747835257835e+20
47008,24.95,83.55000000000003,7.3231989256495735e+19,1.7478744873719814e+19,3.410049206105561e+20
47290,25.05,83.35000000000002,9.075829791662693e+19,2.126707735795536e+19,4.215529422365788e+20
47291,25.05,83.45,9.7922805447256e+19,2.121910681669006e+19,4.6880842692407525e+20
47292,25.05,83.55000000000003,7.685352220560351e+19,1.963394123989193e+19,3.387721083774113e+20
