,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8911,11.55,79.45,9.339810200821033e+19,2.3402518158820667e+19,1.9065953164678896e+20
29864,18.95,73.15,8.627256015026135e+19,2.5316073247792443e+19,1.3765290270908454e+20
30147,19.05,73.05000000000003,8.613885719251417e+19,3.766207995346677e+19,1.3063369562680692e+20
30148,19.05,73.15,1.1027816164807134e+20,3.988685021839872e+19,1.486383374990714e+20
33049,20.05,79.25,9.214870019458492e+19,3.943679943430443e+19,1.353624081790328e+20
35097,20.75,85.25,1.2264180694912233e+20,1.7328726395818631e+19,3.248596123209949e+20
35098,20.75,85.35000000000002,1.0653101696932654e+20,1.5151947167627463e+19,2.625704587865093e+20
35380,20.85,85.15,1.1381486716083082e+20,2.942837727395042e+19,3.0369527765098286e+20
35381,20.85,85.25,1.7198920876565755e+20,3.4267491408117e+19,4.039195240351948e+20
35382,20.85,85.35000000000002,1.0666893303410449e+20,8.089231171684284e+18,2.0366304250599352e+20
35663,20.95,85.05000000000003,8.705226523856873e+19,2.3312935526854754e+19,2.0742496570868603e+20
35664,20.95,85.15,1.3603744913898548e+20,4.1988267794556535e+19,2.9234233389215328e+20
35665,20.95,85.25,1.37188286284956e+20,2.740633171135313e+19,2.6052347598789368e+20
35947,21.05,85.05000000000003,1.000841289803215e+20,2.513815062147468e+19,2.2417067326099505e+20
35948,21.05,85.15,1.3021089567707904e+20,4.091672093097299e+19,2.0711555946273305e+20
35949,21.05,85.25,9.232633803500247e+19,1.2635839532610136e+19,1.724746767381929e+20
36232,21.15,85.15,9.570333075359428e+19,4.598130175371829e+19,2.2417376439131757e+20
36456,21.25,79.15,9.49823215176259e+19,3.96264590537767e+19,1.8189104673276667e+20
36740,21.35,79.15,1.1676018728570482e+20,4.686844661964938e+19,1.6888709670880212e+20
37621,21.65,82.05000000000003,8.657205672415914e+19,4.4969498675091685e+19,1.388705377801248e+20
37925,21.75,84.05000000000003,9.380870242639054e+19,2.474735251224188e+19,1.8305020356513527e+20
37926,21.75,84.15,9.064630823034408e+19,1.5535010084593574e+19,2.0777249029363053e+20
38209,21.85,84.05000000000003,9.93792919298602e+19,5.408732277321859e+19,1.6527010386730533e+20
38210,21.85,84.15,1.0389722547646936e+20,2.856884154182948e+19,2.7310054871938662e+20
38759,22.05,82.25,9.961854049661836e+19,2.612825689782181e+19,3.1284497723095994e+20
39044,22.15,82.35000000000002,1.095103337054404e+20,5.22024155718176e+19,1.710151209463619e+20
39328,22.25,82.35000000000002,8.817831604172109e+19,5.401530140496122e+19,1.3995010377881775e+20
39329,22.25,82.45,8.988211272940714e+19,3.5547154746762117e+19,1.90847916971528e+20
39330,22.25,82.55000000000003,9.57713356130777e+19,3.2863377641613406e+19,1.869400349001666e+20
39331,22.25,82.65,9.92103966235458e+19,2.540057084837052e+19,2.765477522994772e+20
39615,22.35,82.65,1.1984932587001604e+20,4.126639698780031e+19,3.1374743670318845e+20
39616,22.35,82.75,1.3099453195099175e+20,3.31126404671193e+19,3.26952453115766e+20
39899,22.45,82.65,1.3313427021787632e+20,7.572549026074075e+19,2.147795907024786e+20
39900,22.45,82.75,1.6669716388419577e+20,5.399559770510461e+19,3.164344158234081e+20
40183,22.55,82.65,1.0598429501115084e+20,5.022132602781151e+19,1.5489908211961614e+20
40184,22.55,82.75,9.866999745391822e+19,3.2129736088645562e+19,2.07928603217026e+20
40467,22.65,82.65,9.250914273975924e+19,5.158136851248503e+19,1.2686465151056133e+20
41503,23.05,72.65,9.079694980847814e+19,4.00728711416591e+19,1.6162819412424498e+20
42784,23.45,87.15,9.667577569997328e+19,3.6050641563608826e+19,1.697851961844524e+20
42785,23.45,87.25,9.018395826204367e+19,2.6004867549443445e+19,1.1691882330663158e+20
43068,23.55,87.15,9.925038173865448e+19,6.411198221058648e+19,1.6258805233560886e+20
43069,23.55,87.25,1.4401970951592585e+20,7.231721196316334e+19,2.2557452467290073e+20
43070,23.55,87.35000000000002,1.0971184421448956e+20,3.900312163757821e+19,1.9069827558719422e+20
43353,23.65,87.25,1.3995688959129592e+20,6.523968389955912e+19,3.223388716851032e+20
43354,23.65,87.35000000000002,1.3670949699029896e+20,3.9693765252918845e+19,3.879543779774056e+20
43385,23.65,90.45,8.907726073671418e+19,3.657122630212998e+19,1.904104096569373e+20
43386,23.65,90.55,1.0672040449811566e+20,6.300650487131619e+19,1.9284423972070857e+20
43626,23.75,86.15,9.60406273867387e+19,5.153693923529907e+19,1.3699225096249713e+20
43638,23.75,87.35000000000002,1.0555113146427874e+20,2.916160528017726e+19,2.5213646906001483e+20
43669,23.75,90.45,1.3744660936135075e+20,4.747481759613147e+19,3.222813970768659e+20
43670,23.75,90.55,1.2482504696236604e+20,7.27649765281382e+19,2.431510968044706e+20
43671,23.75,90.65,8.985607846619998e+19,5.02058867107165e+19,1.0943892564268442e+20
43923,23.85,87.45,1.0521506249268865e+20,4.634680257464653e+19,1.9239682657765288e+20
43952,23.85,90.35,8.97788387231912e+19,3.121136251378661e+19,1.8451468286679246e+20
43953,23.85,90.45,1.1226403685781565e+20,4.231973920708516e+19,1.9894649496728096e+20
43954,23.85,90.55,1.0787641022429802e+20,5.983025885117634e+19,1.4618195343978049e+20
44236,23.95,90.35,1.0528606461615492e+20,4.126853316052955e+19,1.8973947021354133e+20
44443,24.05,82.65,1.1362081119373374e+20,1.8507794779096547e+19,2.545182575231068e+20
44444,24.05,82.75,1.1259071866228136e+20,2.200475894325608e+19,1.6460656139826217e+20
44445,24.05,82.85000000000002,9.520339822460238e+19,2.779371706131118e+19,1.839616762525876e+20
44519,24.05,90.25,9.00817177433308e+19,3.903717128006325e+19,1.5200384767400444e+20
44520,24.05,90.35,1.271491559309041e+20,4.871821117206462e+19,2.2759626802432023e+20
44521,24.05,90.45,8.632355008910043e+19,5.194188120222094e+19,1.2628425045816762e+20
44726,24.15,82.55000000000003,1.1205068996418784e+20,2.1453275887060603e+19,2.807819375118371e+20
44727,24.15,82.65,1.4674020678101031e+20,3.7839221020379275e+19,3.056035402303237e+20
44728,24.15,82.75,1.4447578609938484e+20,5.447321292855693e+19,2.893886375974002e+20
44729,24.15,82.85000000000002,1.335231640982785e+20,3.1228439905943314e+19,2.8886197856660367e+20
44804,24.15,90.35,9.86658220833321e+19,3.250215752888318e+19,1.7582569357952775e+20
44805,24.15,90.45,9.021833530486882e+19,3.909409288158408e+19,1.125719642944531e+20
45006,24.25,82.15,8.59591825811981e+19,1.743107905360441e+19,1.8509617116096673e+20
45011,24.25,82.65,9.69008125570144e+19,3.1259836674185294e+19,1.8370016798782974e+20
45012,24.25,82.75,1.0846899647916658e+20,4.159229033886171e+19,2.429305493801104e+20
45013,24.25,82.85000000000002,1.0159561768007691e+20,3.2009308249524744e+19,2.8314771761157403e+20
45015,24.25,83.05000000000003,9.116601142389844e+19,2.145611316218045e+19,2.809552713902506e+20
45016,24.25,83.15,8.697965023290035e+19,1.5806392672779946e+19,2.560501751823004e+20
45089,24.25,90.45,1.1222192181250716e+20,3.388902415535661e+19,1.7193120457465525e+20
45300,24.35,83.15,8.753573043307787e+19,1.14419214252214e+19,2.309777009358756e+20
57168,28.55,77.15,8.799476457014264e+19,4.359461426592477e+19,1.8236628290905643e+20
57169,28.55,77.25,1.2437909113117835e+20,3.706574001755731e+19,3.986137794959129e+20
57170,28.55,77.35,9.871344204225392e+19,2.9660546968918376e+19,2.7943309193313727e+20
57452,28.65,77.15,1.022028171672388e+20,7.004112606765652e+19,1.5662763609295667e+20
57453,28.65,77.25,1.383927840564195e+20,5.061197598708228e+19,3.748923718711107e+20
57454,28.65,77.35,9.776043799923715e+19,3.956380065411527e+19,2.341291698655602e+20
