,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8911,11.55,79.45,9.51942482630632e+19,7.481846247234496e+19,1.4070501161916211e+20
35380,20.85,85.15,9.32251693893382e+19,6.857956759921064e+19,1.4006442146025526e+20
35664,20.95,85.15,9.775885727884784e+19,4.967385781037135e+19,1.8614080173180597e+20
35946,21.05,84.95,9.344272461326084e+19,5.0911316076734276e+19,1.479243057675124e+20
38209,21.85,84.05000000000003,1.1712923959462556e+20,3.424791433505554e+19,2.2410243468216887e+20
39615,22.35,82.65,1.05270083824193e+20,2.1383198328524325e+19,2.0272456229643348e+20
39616,22.35,82.75,1.0724489911545584e+20,2.155156386627861e+19,2.6386184179613588e+20
39899,22.45,82.65,1.0546253240305444e+20,2.4016382757644284e+19,2.365982584904017e+20
39900,22.45,82.75,1.274297972708866e+20,2.2305322335214543e+19,3.6382901907009215e+20
40335,22.65,69.45,9.460574733755754e+19,5.765613040772864e+19,1.3953987611135703e+20
41218,22.95,72.55000000000003,9.684377927163416e+19,5.196728940798229e+19,1.7614728708205874e+20
42248,23.25,90.35,9.594996839857396e+19,3.217504901602447e+19,2.7343415758996616e+20
42249,23.25,90.45,9.254552776582328e+19,5.500611475328964e+19,2.064049966576201e+20
42498,23.35,86.95,1.074534532372678e+20,2.866426140028364e+19,2.861719558515449e+20
42531,23.35,90.25,1.1561202244079269e+20,2.5935155997656097e+19,2.4052166065135075e+20
42532,23.35,90.35,1.30023200611566e+20,4.541898147813252e+19,2.88071240833132e+20
42533,23.35,90.45,1.4029400306453809e+20,6.0195072761169854e+19,3.2065959700996194e+20
42534,23.35,90.55,1.1481482584788794e+20,6.633383683606767e+19,2.175337835936449e+20
42783,23.45,87.05000000000003,9.925081464505169e+19,3.3392506631314182e+19,2.4257540878894196e+20
42815,23.45,90.25,1.236824967225476e+20,3.127210704280389e+19,2.5990112310631848e+20
42816,23.45,90.35,1.535373666023744e+20,6.447867161436318e+19,3.140600842222873e+20
42817,23.45,90.45,1.3509136005947875e+20,7.0460521342105936e+19,2.1667441973229768e+20
42818,23.45,90.55,1.338187823143398e+20,7.200146994451005e+19,2.5799653921813293e+20
43068,23.55,87.15,1.0330106342719642e+20,4.736088889010183e+19,1.994188453186241e+20
43099,23.55,90.25,1.261347953526894e+20,3.082385413551965e+19,2.391598515537098e+20
43100,23.55,90.35,1.4513312192123852e+20,7.81202410529985e+19,2.6480885135570072e+20
43101,23.55,90.45,1.545924999656797e+20,9.040434846786852e+19,3.1048127892084084e+20
43102,23.55,90.55,1.3392979841475356e+20,7.68442475761462e+19,1.822902131104534e+20
43352,23.65,87.15,9.92059182402895e+19,3.167758260116378e+19,2.0419996586331577e+20
43383,23.65,90.25,1.3152882305052626e+20,3.874435770224417e+19,1.97050786683658e+20
43384,23.65,90.35,1.743984846025193e+20,1.2174815959266048e+20,1.9838338874758185e+20
43385,23.65,90.45,1.6723445578367638e+20,1.0881977395860246e+20,2.768431836370816e+20
43386,23.65,90.55,1.2679127551094886e+20,1.0614726691236703e+20,1.645874860702464e+20
43667,23.75,90.25,1.4339499258137847e+20,5.157049147525435e+19,1.9815000286974394e+20
43668,23.75,90.35,1.9511932682659e+20,1.3003880242102388e+20,2.4001022672277475e+20
43669,23.75,90.45,1.3207833312425778e+20,8.249101033538313e+19,2.2489899835755712e+20
43670,23.75,90.55,9.56383197350933e+19,5.804470576041891e+19,1.2822381845766047e+20
43950,23.85,90.15,1.2377737620801746e+20,3.5619610353469157e+19,3.379175663096175e+20
43951,23.85,90.25,1.7595279976420065e+20,6.447450129839998e+19,2.771487182290001e+20
43952,23.85,90.35,1.886122077320873e+20,1.0719285677796034e+20,2.5330191503905528e+20
44235,23.95,90.25,1.694659784707844e+20,6.3756458552828e+19,3.614231927639513e+20
44236,23.95,90.35,1.653061781007298e+20,8.72526286459974e+19,2.1223174956891105e+20
44443,24.05,82.65,9.208426707051194e+19,6.745685771090801e+18,2.601811587242301e+20
44444,24.05,82.75,1.6092992324353186e+20,1.2408911928426156e+19,5.004999771661628e+20
44445,24.05,82.85000000000002,1.424447985951452e+20,9.641054987861215e+18,4.459047609746445e+20
44520,24.05,90.35,1.1489767676178652e+20,6.995714204626656e+19,1.5909544255925086e+20
44728,24.15,82.75,1.8506843714709032e+20,8.165788078943186e+18,5.230092420392629e+20
