,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8911,11.55,79.45,6.602570333459797e+19,4.025130420721399e+19,1.1935066761235028e+20
8912,11.55,79.55000000000003,6.972025392007938e+19,3.393857286187305e+19,1.3238075011557229e+20
9196,11.650000000000002,79.55000000000003,5.926958810793392e+19,4.246043366266716e+19,7.484406626807303e+19
13748,13.25,80.35000000000002,6.747262113359516e+19,5.297508765225337e+19,8.144372669787603e+19
13749,13.25,80.45,6.784883874660402e+19,5.543655080036464e+19,8.841625396698115e+19
29360,18.75,79.55000000000003,6.700373491818708e+19,4.916608360201537e+19,7.611550375652922e+19
32766,19.95,79.35000000000002,6.929984050192924e+19,5.466307123965187e+19,9.64513259363108e+19
32767,19.95,79.45,5.912422426103168e+19,5.01007082569777e+19,7.535362349187249e+19
35381,20.85,85.25,8.049320445021482e+19,4.354963525191827e+19,1.5026083090273262e+20
35382,20.85,85.35000000000002,7.8472699095965e+19,2.59495172547058e+19,1.6303177323713996e+20
35665,20.95,85.25,6.197222859623834e+19,4.242080142584655e+19,7.644773259639416e+19
35948,21.05,85.15,5.830172776241217e+19,2.7589899065459896e+19,8.318542963217667e+19
35949,21.05,85.25,6.5558623384697635e+19,2.545695129837656e+19,1.1861944983873697e+20
35950,21.05,85.35000000000002,6.3611978796236415e+19,2.7820356947629957e+19,1.2360483062565618e+20
36232,21.15,85.15,9.228596193176276e+19,5.960572330034529e+19,1.1923297675237609e+20
36233,21.15,85.25,6.955995927110326e+19,4.913071299130313e+19,9.730774988014223e+19
37926,21.75,84.15,6.153527551426233e+19,2.843867605111113e+19,1.0481383307542567e+20
38209,21.85,84.05000000000003,5.524676328199494e+19,3.026305992040769e+19,8.893823868693748e+19
38210,21.85,84.15,8.899386541702244e+19,4.75420073745347e+19,1.3384807127723672e+20
38211,21.85,84.25,8.82793500603045e+19,3.5876039153525895e+19,1.4000630447584292e+20
38212,21.85,84.35000000000002,6.978058440278914e+19,2.1454346548398318e+19,1.287261539920533e+20
38760,22.05,82.35000000000002,5.655858617726562e+19,2.185920395297839e+19,1.36024824887457e+20
39332,22.25,82.75,6.0066826673066525e+19,2.3114844591430586e+19,1.154256462470717e+20
39333,22.25,82.85000000000002,6.785408825896495e+19,1.1406346029194564e+19,1.61473376571771e+20
39334,22.25,82.95,8.583683928569117e+19,1.7901762442313402e+19,2.4894668425390876e+20
39335,22.25,83.05000000000003,6.732183140390531e+19,1.7075153171816657e+19,1.920538955589409e+20
39616,22.35,82.75,1.0240127073750707e+20,1.7931916537087476e+19,2.3055298811618374e+20
