,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
27308,18.05,73.15,5.434012457792136e+19,5.434012457792136e+19,5.434012457792136e+19
27309,18.05,73.25,5.434011985871911e+19,5.434011985871911e+19,5.434011985871911e+19
28156,18.35,72.75,4.44878365586884e+19,4.44878365586884e+19,4.44878365586884e+19
28166,18.35,73.75,4.559631727766104e+19,4.559631727766104e+19,4.559631727766104e+19
28167,18.35,73.85,4.559631724146954e+19,4.559631724146954e+19,4.559631724146954e+19
28445,18.45,73.25,6.569984381592701e+19,6.569984381592701e+19,6.569984381592701e+19
28446,18.45,73.35,4.717399506099229e+19,4.717399506099229e+19,4.717399506099229e+19
28447,18.45,73.45,4.426610770412744e+19,4.426610770412744e+19,4.426610770412744e+19
30720,19.25,73.55000000000003,4.422491477504836e+19,4.422491477504836e+19,4.422491477504836e+19
30721,19.25,73.65,4.552285873857172e+19,4.552285873857172e+19,4.552285873857172e+19
31282,19.45,72.95,4.463947365946331e+19,4.463947365946331e+19,4.463947365946331e+19
31567,19.55,73.05000000000003,5.989209414209031e+19,5.989209414209031e+19,5.989209414209031e+19
31568,19.55,73.15,5.012340659807487e+19,5.012340659807487e+19,5.012340659807487e+19
31589,19.55,75.25,5.811707329181103e+19,5.811707329181103e+19,5.811707329181103e+19
31590,19.55,75.35,5.811707187315877e+19,5.811707187315877e+19,5.811707187315877e+19
31858,19.65,73.75,5.143251042226886e+19,5.143251042226886e+19,5.143251042226886e+19
33280,20.15,73.95,4.544763134201909e+19,4.544763134201909e+19,4.544763134201909e+19
33850,20.35,74.15,4.594181282113808e+19,4.594181282113808e+19,4.594181282113808e+19
46352,24.750000000000004,74.75,4.820511117589482e+19,4.820511117589482e+19,4.820511117589482e+19
64805,31.250000000000004,74.05000000000003,4.528449753398795e+19,4.528449753398795e+19,4.528449753398795e+19
67611,32.25,70.65,4.636090710296098e+19,4.636090710296098e+19,4.636090710296098e+19
67612,32.25,70.75,6.684172522275568e+19,6.684172522275568e+19,6.684172522275568e+19
