,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8911,11.55,79.45,6.020848625691156e+19,3.2922570837808677e+19,1.1901775906018184e+20
9195,11.650000000000002,79.45,7.469353159328893e+19,5.076498594932883e+19,1.3041046002271242e+20
9479,11.75,79.45,5.902670607941832e+19,2.7528372962183e+19,1.2870632386376843e+20
22238,16.25,77.35,6.599772832472532e+19,2.020490232269732e+19,1.6871369768473012e+20
22239,16.25,77.45,6.369623089340333e+19,1.735464302829196e+19,1.1961655060653046e+20
22522,16.35,77.35,7.082894097173519e+19,3.040279386385205e+19,1.3452977983786384e+20
29359,18.75,79.45,6.599027400675387e+19,3.1009472030749934e+19,1.16921509161705e+20
29643,18.85,79.45,5.942232393423653e+19,3.932105122288048e+19,7.87083705007975e+19
32765,19.95,79.25,7.145529103411788e+19,2.6464722624508404e+19,1.5714103700467922e+20
33049,20.05,79.25,6.267868783740188e+19,1.944881709890909e+19,1.001727796844749e+20
33050,20.05,79.35000000000002,7.518954984755564e+19,2.31505858721682e+19,1.619897695433046e+20
35381,20.85,85.25,5.730956936847592e+19,2.115938909651737e+19,1.2556405171894067e+20
35665,20.95,85.25,6.480564997596564e+19,2.1524992309287928e+19,1.3834227289253233e+20
36231,21.15,85.05000000000003,5.805650263052658e+19,2.747098661750421e+19,9.944716706130964e+19
36232,21.15,85.15,7.28538721738314e+19,2.186095208110041e+19,1.3253856085898473e+20
37033,21.45,80.05000000000003,6.157405396780703e+19,1.590750036650921e+19,9.330170448889776e+19
37926,21.75,84.15,5.587886262870224e+19,7.744819191755173e+18,1.314544257767523e+20
38210,21.85,84.15,7.437958259520673e+19,1.1552688660943628e+19,1.7004952348914355e+20
39898,22.45,82.55000000000003,6.109524750995768e+19,2.4044989762935685e+18,1.763099522871554e+20
39899,22.45,82.65,9.354042194513184e+19,5.116694685327719e+18,2.6699823854349504e+20
39900,22.45,82.75,6.646463725736592e+19,2.071614583478644e+18,2.475262580704053e+20
40182,22.55,82.55000000000003,7.367124717399176e+19,5.112219367569078e+18,2.1248690799508193e+20
40183,22.55,82.65,5.874892431925319e+19,1.881202685269489e+18,1.0640364999195622e+20
43594,23.75,82.95,5.863969839904307e+19,1.2963371096503357e+19,2.6899965142314064e+20
43876,23.85,82.75,6.397445255591613e+19,2.1565895431318827e+19,2.2507049459989545e+20
43877,23.85,82.85000000000002,6.989411292217759e+19,2.4864206574116045e+19,2.5410772933635267e+20
43878,23.85,82.95,6.199366261004152e+19,2.534087309880415e+19,2.2900500594757753e+20
44159,23.95,82.65,9.669955265501402e+19,2.1937487043829703e+19,2.4025426267846984e+20
44160,23.95,82.75,1.1033732270296025e+20,2.753508766246834e+19,2.2173930210622692e+20
44161,23.95,82.85000000000002,1.2795404033421756e+20,2.817216894785364e+19,2.1897075557821134e+20
44162,23.95,82.95,1.0315249490678132e+20,3.026392191007777e+19,2.0617730924281217e+20
44163,23.95,83.05000000000003,6.473593281512202e+19,3.097271724514453e+19,1.305108357545642e+20
44442,24.05,82.55000000000003,6.9028045075169616e+19,3.4834476284941836e+19,1.0198585152923696e+20
44443,24.05,82.65,1.3918682018441254e+20,5.480681499494062e+19,1.8465590382163617e+20
44444,24.05,82.75,2.0962313456168832e+20,8.155963971295144e+19,3.16353559247311e+20
44445,24.05,82.85000000000002,2.1979788249212705e+20,5.281533161295132e+19,3.688453420485877e+20
44446,24.05,82.95,1.5641518705153425e+20,4.280647300956982e+19,2.573363612439395e+20
44447,24.05,83.05000000000003,9.490929944074864e+19,3.401288834543832e+19,1.825483549659434e+20
44448,24.05,83.15,5.616045304780758e+19,2.193301746115509e+19,1.0653904880279169e+20
44502,24.05,88.55000000000003,5.853105688441631e+19,2.2515329491879165e+17,2.7121829302227508e+20
44503,24.05,88.65,6.218444008958705e+19,1.2359490466285284e+18,2.99673560946653e+20
44725,24.15,82.45,6.146084404934065e+19,2.307477305014203e+19,1.17020568491618e+20
44726,24.15,82.55000000000003,8.925298451712682e+19,3.286766367906602e+19,1.701180125837733e+20
44727,24.15,82.65,1.477137487140876e+20,3.8462841350368354e+19,2.41416012560372e+20
44728,24.15,82.75,2.424296977796072e+20,5.243015108503706e+19,4.100454173952315e+20
44729,24.15,82.85000000000002,2.5478397872543128e+20,6.391113610095321e+19,4.429104715390432e+20
44730,24.15,82.95,1.811040178172125e+20,4.616272803138368e+19,2.967891929646847e+20
44731,24.15,83.05000000000003,1.1206998925044253e+20,3.392822688623826e+19,2.2788732461014037e+20
44732,24.15,83.15,6.496969151642906e+19,2.7958081687093936e+19,1.1104986118449314e+20
44786,24.15,88.55000000000003,5.80164631590545e+19,9.820229819936326e+18,2.6657702831099104e+20
44788,24.15,88.75,6.298434305579709e+19,9.804344831521827e+18,3.43156736481591e+20
44789,24.15,88.85000000000002,6.115837355688357e+19,1.4613472054462829e+19,3.111297516202875e+20
45009,24.25,82.45,6.634998968249038e+19,2.080627626103771e+19,1.1505187073621832e+20
45010,24.25,82.55000000000003,8.096535724269935e+19,1.7210371725049926e+19,1.6048323940389693e+20
45011,24.25,82.65,1.1212423131388368e+20,1.7609060120351005e+19,1.891413628976664e+20
45012,24.25,82.75,1.7465995916758876e+20,2.2446875159779787e+19,3.3843072182459354e+20
45013,24.25,82.85000000000002,2.265793749441158e+20,2.592933002408303e+19,5.2321272136208325e+20
45014,24.25,82.95,1.8284561118020413e+20,2.926769945420448e+19,3.8082776173368227e+20
45015,24.25,83.05000000000003,1.136773645657328e+20,2.940252335268388e+19,3.452858772958014e+20
45016,24.25,83.15,7.275191786175595e+19,2.1467443669786653e+19,1.891232560437726e+20
45070,24.25,88.55000000000003,5.973060167039437e+19,2.7198285572604933e+18,2.830205033923307e+20
45071,24.25,88.65,5.757214562497593e+19,-2.2658004915929185e+18,3.33567427916681e+20
45072,24.25,88.75,6.202843696332588e+19,5.534293598265416e+18,3.5113414685694434e+20
45073,24.25,88.85000000000002,5.726997383449456e+19,9.37012528662557e+18,3.09705696396325e+20
45294,24.35,82.55000000000003,5.592205213266829e+19,1.3810402490603715e+19,8.711712853611869e+19
45295,24.35,82.65,7.609125488776294e+19,1.449929027858455e+19,1.1397600344684056e+20
45296,24.35,82.75,1.3075181448844027e+20,1.449413130303076e+19,3.494855881540451e+20
45297,24.35,82.85000000000002,1.5377389200480426e+20,2.221027663923388e+19,3.258312913442679e+20
45298,24.35,82.95,1.4737145021826467e+20,2.752461857383087e+19,3.816406346537952e+20
45299,24.35,83.05000000000003,1.1917386601617582e+20,1.9554118466977e+19,4.296154537766096e+20
45300,24.35,83.15,7.876504185753444e+19,1.8215226584403814e+19,2.8678877673545377e+20
45355,24.35,88.65,5.866459968886555e+19,4.2529835186601134e+18,2.7706392599667455e+20
45356,24.35,88.75,5.834704351342034e+19,-3.596510651348084e+18,3.279818529911417e+20
45357,24.35,88.85000000000002,5.768725280759107e+19,7.338983939408565e+18,3.045875345443783e+20
45580,24.45,82.75,7.333062752588814e+19,1.669845183810393e+19,1.4529502195947196e+20
45581,24.45,82.85000000000002,8.539820113163665e+19,1.5824000830885523e+19,1.5324896105422766e+20
45582,24.45,82.95,9.269761395667234e+19,1.9173983165400945e+19,1.7031937997591596e+20
45583,24.45,83.05000000000003,8.14300604900881e+19,1.7085596798975427e+19,2.1789538832686983e+20
45584,24.45,83.15,6.084269273898435e+19,1.4769833445178886e+19,1.935807141301912e+20
45808,24.55,77.15,6.098624888049947e+19,2.013630265077762e+19,1.2286539589490816e+20
47896,25.250000000000004,87.15,5.724437038220332e+19,1.1405918050972776e+19,9.676986279087212e+19
47897,25.250000000000004,87.25,6.081005826384012e+19,1.2326977378589905e+19,1.3532996260606924e+20
69609,32.95,71.65,7.294699255223343e+19,3.252270056083769e+19,1.111149248310323e+20
