,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
35380,20.85,85.15,1.0390283609455505e+20,3.598392626775209e+19,1.556727995701277e+20
35947,21.05,85.05000000000003,1.2578796088015048e+20,7.751133936671354e+19,1.869596162096445e+20
36231,21.15,85.05000000000003,1.0324435885262532e+20,3.000934189097246e+19,1.3663637981216378e+20
38759,22.05,82.25,1.0571811028426144e+20,2.9252094218080907e+19,2.0791508075594577e+20
38760,22.05,82.35000000000002,1.122038019124904e+20,2.212614367131674e+19,1.9550330748445652e+20
38762,22.05,82.55000000000003,1.0566080653491796e+20,3.6320473459298804e+19,2.0718401258365633e+20
39043,22.15,82.25,1.056234484657016e+20,3.057868140659825e+19,1.97439802825863e+20
39044,22.15,82.35000000000002,1.7962945029889235e+20,3.231815130116136e+19,5.117930140722751e+20
39045,22.15,82.45,1.9954520525686112e+20,2.455064714533933e+19,5.968027288695092e+20
39046,22.15,82.55000000000003,1.502877217998457e+20,2.035148040967378e+19,4.2528825228000127e+20
39329,22.25,82.45,1.228874231154152e+20,2.265448812218168e+19,2.2683132925426385e+20
39330,22.25,82.55000000000003,1.4285232588907504e+20,1.720468494238752e+19,3.076992980664715e+20
39331,22.25,82.65,1.2211747293542208e+20,2.124810775863321e+19,2.869525055948349e+20
39614,22.35,82.55000000000003,1.3097830532567078e+20,2.8788781405275054e+19,3.20854732805581e+20
39615,22.35,82.65,1.5258954323078595e+20,3.365551799270158e+19,3.138897311423412e+20
39616,22.35,82.75,2.0511617110139657e+20,2.7252765123193856e+19,4.247264571690333e+20
39898,22.45,82.55000000000003,1.0566452148629116e+20,3.0417893585907675e+19,1.9789905493918813e+20
39899,22.45,82.65,1.4992827629315152e+20,3.262578915606865e+19,2.438511142316888e+20
39900,22.45,82.75,1.5624519195805188e+20,3.3997907801884226e+19,3.707165342113356e+20
39901,22.45,82.85000000000002,1.5524147219321284e+20,1.5113750803467457e+19,4.1353844981658354e+20
39902,22.45,82.95,1.1002443610873623e+20,1.2587329126466666e+19,3.8409142403338325e+20
43386,23.65,90.55,1.0891839224884324e+20,3.375181620649149e+19,1.9993830267910115e+20
44443,24.05,82.65,1.0370947874773397e+20,1.2247640928560648e+18,2.3085593184881603e+20
44444,24.05,82.75,1.3727383643273206e+20,8.583891602637462e+17,2.8888270373758032e+20
44445,24.05,82.85000000000002,1.2604117101078926e+20,-1.9256486982392852e+18,3.443152033927947e+20
44520,24.05,90.35,1.0196921959613484e+20,2.153137867974941e+19,2.127551550449096e+20
44728,24.15,82.75,1.393371215149009e+20,-3.614074209777795e+18,3.83338173571692e+20
44729,24.15,82.85000000000002,1.3481582415496276e+20,3.9259521663020247e+18,4.1275973322011024e+20
44730,24.15,82.95,1.0293837826982465e+20,-2.0202284537225385e+18,3.2915516690267485e+20
56603,28.35,77.45,1.0095936194503092e+20,2.775740518909189e+19,2.887332913545957e+20
56880,28.45,76.75,1.031346276776098e+20,6.298234259455853e+19,1.5957726037465255e+20
56881,28.45,76.85,1.23722090836104e+20,6.172771148612783e+19,2.3451197598043803e+20
56882,28.45,76.95,1.590517920814003e+20,5.1923514694691095e+19,2.943664336701315e+20
56883,28.45,77.05000000000003,1.4688194912379529e+20,7.313807336588195e+19,2.4246999463706565e+20
56886,28.45,77.35,1.5516238336255063e+20,4.731387957761752e+19,4.1371484605233745e+20
56887,28.45,77.45,1.4249924690493334e+20,4.83853223550386e+19,3.9528996678613375e+20
57161,28.55,76.45,1.0145511642410009e+20,3.4060035191812678e+19,2.5001368282047857e+20
57162,28.55,76.55000000000003,1.0784957626143824e+20,3.983309917716489e+19,2.8555957879053645e+20
57163,28.55,76.65,1.0438664662063356e+20,3.766903968485876e+19,2.553865517732569e+20
57164,28.55,76.75,1.08718636427556e+20,4.324396029439482e+19,1.9746930910403926e+20
57165,28.55,76.85,1.4139703247463516e+20,5.236846133188807e+19,2.4584665018973792e+20
57166,28.55,76.95,1.8508871214024235e+20,4.915007819256674e+19,3.0551728546107746e+20
57167,28.55,77.05000000000003,1.6648600733626686e+20,5.96334118779277e+19,2.652863851587272e+20
57168,28.55,77.15,1.4046199786977857e+20,8.241743044444516e+19,2.0457489608514345e+20
57169,28.55,77.25,1.345752823349457e+20,8.187325216571825e+19,1.7842337985522673e+20
57170,28.55,77.35,1.83397105736048e+20,6.970680461361191e+19,4.4536544654910685e+20
57171,28.55,77.45,2.1346270999403728e+20,5.753775610572352e+19,6.214910647759805e+20
57172,28.55,77.55000000000003,1.9087166300711305e+20,4.8462026587462795e+19,5.798855192300172e+20
57445,28.65,76.45,1.12120684262348e+20,2.580369765688499e+19,3.101072318204219e+20
57446,28.65,76.55000000000003,1.1427344805445504e+20,3.24852223134262e+19,3.1684052214137874e+20
57447,28.65,76.65,1.1047642191531349e+20,3.6221309327760843e+19,2.7505283799961184e+20
57448,28.65,76.75,1.2839640820873965e+20,3.910987014939958e+19,2.3423593324581303e+20
57449,28.65,76.85,1.6004438005945473e+20,4.963619979705913e+19,2.1652027453438267e+20
57450,28.65,76.95,1.801459068406352e+20,6.2859946841472524e+19,2.330331548641454e+20
57451,28.65,77.05000000000003,1.918195332673081e+20,9.022800078613307e+19,2.5767836477158752e+20
57452,28.65,77.15,1.7443017698250618e+20,1.17988757444341e+20,2.397743025151378e+20
57453,28.65,77.25,1.775942504285445e+20,1.1461791844188686e+20,2.2341325251427448e+20
57454,28.65,77.35,2.645791994008677e+20,1.057936243110588e+20,5.7082045776025695e+20
57455,28.65,77.45,2.55885624075289e+20,1.0649243415927403e+20,5.417515748310052e+20
57456,28.65,77.55000000000003,1.5787204470510292e+20,7.910395916279341e+19,3.151584984466423e+20
57730,28.750000000000004,76.55000000000003,1.0205157025115282e+20,3.378519371278816e+19,2.3018593937942043e+20
57731,28.750000000000004,76.65,1.0976490895152402e+20,4.009863089605297e+19,2.419617518597956e+20
57732,28.750000000000004,76.75,1.331206027539464e+20,4.325590229104299e+19,2.2709684793798748e+20
57733,28.750000000000004,76.85,1.5294794397531593e+20,4.8883997107755065e+19,2.6265008904078538e+20
57734,28.750000000000004,76.95,1.4250112627597048e+20,5.879719393247955e+19,2.1709888826032996e+20
57735,28.750000000000004,77.05000000000003,1.373515876801601e+20,8.038541640139058e+19,1.8571189732671596e+20
57736,28.750000000000004,77.15,1.2801191672059227e+20,9.74974372909164e+19,1.604034533676867e+20
57737,28.750000000000004,77.25,1.238297251944948e+20,1.1173982357061208e+20,1.3354588811626063e+20
57738,28.750000000000004,77.35,1.0902769572172969e+20,9.666252017911624e+19,1.2617572968590791e+20
58016,28.85,76.75,1.108547931484017e+20,6.097224538338145e+19,1.791492568528248e+20
58017,28.85,76.85,1.2119020020388526e+20,5.16526526524604e+19,2.2517753550990796e+20
58018,28.85,76.95,1.1008313567068294e+20,4.627858810275535e+19,1.97641383624811e+20
64235,31.05,73.85,1.0286285625620296e+20,2.892131691660801e+19,2.357022216423303e+20
64519,31.15,73.85,1.1638831422184446e+20,3.211790182745279e+19,2.3561069773688085e+20
64520,31.15,73.95,1.0986377234332184e+20,6.159867188707957e+19,2.3878491670446647e+20
