,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8909,11.55,79.25,1.286528642461278e+20,9.5950148294164e+19,1.7534158689359158e+20
8910,11.55,79.35000000000002,1.5322776364804764e+20,8.473360492608392e+19,2.805334765147252e+20
9194,11.650000000000002,79.35000000000002,9.47111794777582e+19,2.5254278145292513e+19,2.324909103412208e+20
35097,20.75,85.25,9.00923806902347e+19,6.065381298781519e+19,1.448342985553668e+20
35098,20.75,85.35000000000002,1.1685804520726412e+20,2.9245979741759685e+19,1.7566542921166648e+20
35099,20.75,85.45,9.503285523103184e+19,2.4164788597838053e+19,2.2237332879566284e+20
35379,20.85,85.05000000000003,9.406823618891135e+19,4.106468203805756e+19,1.9116839659446423e+20
35380,20.85,85.15,1.05275281988856e+20,5.4365016140414935e+19,1.8830290069473968e+20
35381,20.85,85.25,1.9127949792967967e+20,1.0711017552472883e+20,3.264833697861032e+20
35382,20.85,85.35000000000002,1.5731680639493548e+20,3.186609003466558e+19,2.309098807438092e+20
35664,20.95,85.15,9.934056761351415e+19,5.585091522277937e+19,1.7184886747638016e+20
35665,20.95,85.25,1.4237338315371315e+20,7.72817770972791e+19,2.090841512044301e+20
35666,20.95,85.35000000000002,8.945690585534895e+19,3.116233942245573e+19,1.2905822952019077e+20
35948,21.05,85.15,1.3012878419692102e+20,1.0817907459686046e+20,1.4500222489305558e+20
35949,21.05,85.25,1.4190922318502324e+20,3.6724565657583243e+19,2.8226415684761164e+20
36231,21.15,85.05000000000003,1.1535504086017502e+20,5.282092836746463e+19,2.209639210978784e+20
36232,21.15,85.15,1.1036198537111613e+20,8.310057647777463e+19,1.5245557145298508e+20
36312,21.15,93.15,9.473935582345124e+19,2.9692061034228277e+19,1.4042162329387824e+20
36596,21.25,93.15,9.465569691819962e+19,3.342506158054023e+19,1.7166879981014067e+20
37156,21.45,92.35,9.148205293230344e+19,3.118701888590253e+19,1.3347462604449309e+20
37640,21.65,83.95,9.070668204526273e+19,7.736608419798178e+19,1.1422237994163364e+20
37642,21.65,84.15,9.093808813762362e+19,3.29364744366951e+19,1.4879470623489593e+20
37925,21.75,84.05000000000003,1.1232872311881662e+20,9.302016843726543e+19,1.4511829416488963e+20
37926,21.75,84.15,1.4993033667699356e+20,6.639353416722311e+19,2.033314626607441e+20
38209,21.85,84.05000000000003,9.848256488011465e+19,7.070847721364231e+19,1.5018086398347054e+20
38210,21.85,84.15,1.2949759979739764e+20,7.907455964034304e+19,1.834224662249521e+20
38761,22.05,82.45,8.772211783938608e+19,5.6056583872662405e+19,1.4827133423439505e+20
38863,22.05,92.65,8.897898497562878e+19,4.615497858069899e+19,1.5504053600439016e+20
39044,22.15,82.35000000000002,9.494860049500576e+19,7.465435903447281e+19,1.147248309556377e+20
39046,22.15,82.55000000000003,8.996644146504108e+19,4.381712251383469e+19,1.6340423407314767e+20
39329,22.25,82.45,1.065880072278188e+20,2.988432267476636e+19,2.0338066108630893e+20
39335,22.25,83.05000000000003,9.404045168758523e+19,2.7460829088197902e+19,2.135697247658089e+20
39430,22.25,92.55,9.35382621099523e+19,4.130767369229192e+19,1.9021792542145135e+20
39616,22.35,82.75,1.0386805334660974e+20,7.865258879751602e+19,1.5374480455204235e+20
39619,22.35,83.05000000000003,1.0277115721950634e+20,2.0120379981744808e+19,2.6195398357971304e+20
39713,22.35,92.45,1.092961780658966e+20,5.1427628072323645e+19,2.196397800326284e+20
39714,22.35,92.55,1.129802266057904e+20,4.795244169758348e+19,2.415033742719446e+20
