,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8910,11.55,79.35000000000002,1.0130104847497678e+20,4.982872064870847e+19,1.6973897078776545e+20
9193,11.650000000000002,79.25,1.4193418593231032e+20,5.477765918445611e+19,2.3336725556468964e+20
9194,11.650000000000002,79.35000000000002,1.9508838892727307e+20,1.5823328111735475e+20,2.446781064127621e+20
9195,11.650000000000002,79.45,1.036167703128632e+20,7.831686502301888e+19,1.2991387070595408e+20
9477,11.75,79.25,1.1546554516339692e+20,8.710577387485723e+19,1.400431032220598e+20
9478,11.75,79.35000000000002,1.129469666066118e+20,5.559184035746659e+19,2.20354490802028e+20
19107,15.150000000000002,76.65,1.3645471583805687e+20,1.1974290257728545e+20,1.4678247236041903e+20
19108,15.150000000000002,76.75,1.5628127343377793e+20,1.3213718745146229e+20,1.7518706067560202e+20
19109,15.150000000000002,76.85,9.662085724905002e+19,6.725529203012692e+19,1.2974078112532564e+20
19392,15.25,76.75,1.4318629829516e+20,1.1979714675834716e+20,1.8704336363266887e+20
29578,18.85,72.95,1.015529709879396e+20,8.772165332952343e+19,1.201604348083215e+20
29579,18.85,73.05000000000003,9.486588346132785e+19,6.272027502023776e+19,1.5441178466717132e+20
29862,18.95,72.95,1.0779079958512152e+20,8.27825483530255e+19,1.3189164989319042e+20
30145,19.05,72.85,9.399826793070128e+19,4.702814691777586e+19,1.5481373621600164e+20
30146,19.05,72.95,1.0168790202999326e+20,7.559172930064282e+19,1.2682388360743353e+20
30147,19.05,73.05000000000003,9.313444000619314e+19,5.75879610765027e+19,1.17560608575438e+20
35098,20.75,85.35000000000002,1.2874751709457962e+20,8.432438342067567e+19,2.060214684913726e+20
35099,20.75,85.45,1.2761394471864938e+20,8.760819284875793e+19,1.940122701028336e+20
35381,20.85,85.25,1.346864251070116e+20,4.336748179520075e+19,2.9688182257566817e+20
35382,20.85,85.35000000000002,1.784990744237464e+20,7.249653032626836e+19,3.599003268010806e+20
35383,20.85,85.45,1.0981416007444228e+20,6.014285837437644e+19,1.7912484303185913e+20
35665,20.95,85.25,1.1009345392079348e+20,4.85206858473677e+19,2.12749751954902e+20
35666,20.95,85.35000000000002,1.0798070808203892e+20,6.57506609443418e+19,1.8758805203773083e+20
35948,21.05,85.15,1.1775403780361752e+20,5.374534231427987e+19,2.208279762645172e+20
36172,21.15,79.15,1.567636688811232e+20,3.3498094148298908e+19,2.966773727474099e+20
36456,21.25,79.15,1.041049807198126e+20,4.809339874658919e+19,1.6823142227840434e+20
36767,21.35,81.85000000000002,1.0464689936752294e+20,5.860862185630401e+19,1.7947182277628455e+20
36768,21.35,81.95,9.656254276732822e+19,4.826293467504199e+19,1.7257406103444046e+20
37051,21.45,81.85000000000002,9.30085617983188e+19,3.569236576551622e+19,1.38975117023306e+20
37052,21.45,81.95,1.301850419415318e+20,3.0601557945195966e+19,1.861946492237634e+20
37053,21.45,82.05000000000003,1.3490115873693508e+20,3.876129876599976e+19,2.1128483105987586e+20
37337,21.55,82.05000000000003,1.4577388974952264e+20,4.177043474893853e+19,2.1716249517273383e+20
37338,21.55,82.15,1.0466405235504264e+20,3.973679750628523e+19,1.4055209053482947e+20
37926,21.75,84.15,1.3493166942869556e+20,6.5199843723037565e+19,2.5591078133222815e+20
38192,21.85,82.35000000000002,9.324168665854874e+19,2.33335261550868e+19,1.5715652868191673e+20
38193,21.85,82.45,1.216515072702382e+20,9.39243432794002e+19,1.5520062227324823e+20
38476,21.95,82.35000000000002,1.0641078791930103e+20,4.014168432437522e+19,1.460634980168378e+20
38477,21.95,82.45,1.3333821989656723e+20,1.242744008411014e+20,1.3997294345833138e+20
38760,22.05,82.35000000000002,1.8339662803807463e+20,1.1754420539512884e+20,2.315081314751174e+20
38761,22.05,82.45,1.1363093874254488e+20,7.289780005576664e+19,1.582559836109072e+20
39202,22.25,69.75,1.0078249869180994e+20,6.837863429363742e+19,1.4419143212996475e+20
39332,22.25,82.75,1.2503520486912144e+20,9.413604510647504e+19,1.809040718203727e+20
39616,22.35,82.75,1.6563999898670006e+20,9.698994081454216e+19,2.141320232292656e+20
39955,22.45,88.25,9.279273705891326e+19,2.643296837757224e+19,2.122053455309229e+20
40239,22.55,88.25,1.00723513032487e+20,2.990404426798216e+19,2.381282419291177e+20
43312,23.65,83.15,1.4885273331146038e+20,2.802516076575567e+19,2.260308354888066e+20
43313,23.65,83.25,1.4822866937160044e+20,2.194042774033527e+19,2.583611520040108e+20
43596,23.75,83.15,1.872733256177188e+20,2.435804793915312e+19,2.9892171188366554e+20
43597,23.75,83.25,1.457765292299666e+20,1.97888390826485e+19,2.4948445691860435e+20
43878,23.85,82.95,9.894264865723969e+19,6.313175751602709e+19,1.2843661024513923e+20
43879,23.85,83.05000000000003,1.299959877977093e+20,5.017287293548415e+19,2.1605755692158553e+20
43880,23.85,83.15,1.9727569203768823e+20,3.4964728663741608e+19,3.288153918388539e+20
43881,23.85,83.25,1.518976237016188e+20,2.499765416122265e+19,2.5311181514180513e+20
44160,23.95,82.75,1.2951694474134998e+20,6.558546875326284e+19,1.823334126865744e+20
44161,23.95,82.85000000000002,2.1100662621981275e+20,1.2114137468799092e+20,3.5736400550470314e+20
44162,23.95,82.95,2.3978523383977283e+20,1.1719589313619362e+20,3.5794676930960327e+20
44163,23.95,83.05000000000003,2.2950827579193305e+20,8.160773482965618e+19,3.7636432263410287e+20
44164,23.95,83.15,1.89133205104678e+20,5.175672208662889e+19,3.40338585290865e+20
44165,23.95,83.25,9.60061127817379e+19,2.977491338322303e+19,1.4898778899068558e+20
44443,24.05,82.65,1.3841971204205568e+20,4.121551606764441e+19,2.418163029220485e+20
44444,24.05,82.75,2.6206014375239457e+20,1.5734880886559483e+20,3.387034853570723e+20
44445,24.05,82.85000000000002,2.69339324163333e+20,1.7653378623066993e+20,4.0603107576205305e+20
44446,24.05,82.95,2.025303183792552e+20,1.6478652427392952e+20,2.7196961330469247e+20
44447,24.05,83.05000000000003,1.7062104480220683e+20,1.0159450275865204e+20,2.7951321536950383e+20
44448,24.05,83.15,1.2316229058562164e+20,6.218130734581742e+19,2.339742002998848e+20
44726,24.15,82.55000000000003,9.594952227885988e+19,2.81184103945223e+19,1.9750558631729988e+20
44727,24.15,82.65,1.1900683107804484e+20,4.2164500016698696e+19,2.292001949959873e+20
44728,24.15,82.75,1.5824623480003097e+20,6.610776366234881e+19,2.4927267050668563e+20
44729,24.15,82.85000000000002,1.978261595018654e+20,1.1105792775570576e+20,2.6002714180116185e+20
44730,24.15,82.95,1.693533216713549e+20,1.1428353545883243e+20,2.0374136374325648e+20
46067,24.65,74.65,9.867771424257496e+19,5.660559503842246e+19,1.3073438478061462e+20
46350,24.750000000000004,74.55000000000003,9.38598643926044e+19,5.706641599998639e+19,1.3800046780871824e+20
50607,26.250000000000004,74.25,1.2364382054924072e+20,9.567614301809444e+19,1.3863763947269738e+20
56602,28.35,77.35,9.667052189090683e+19,8.412916123127895e+19,1.1401222937837658e+20
56885,28.45,77.25,1.012331381638269e+20,8.163691896800965e+19,1.3588322248865373e+20
56886,28.45,77.35,1.2740955633252549e+20,8.8069621327217e+19,1.8020464083265785e+20
56887,28.45,77.45,1.0181588265449416e+20,6.054509142189977e+19,1.2515245839402032e+20
56888,28.45,77.55000000000003,9.449160798945554e+19,4.2228982832804e+19,1.58217462767624e+20
57169,28.55,77.25,1.2159614313066378e+20,1.0239820324218462e+20,1.3202589576014494e+20
57170,28.55,77.35,1.3183701284730647e+20,7.945180582958622e+19,1.6078727320305844e+20
57171,28.55,77.45,1.0876237791061362e+20,5.699197714026818e+19,1.694916888134003e+20
57453,28.65,77.25,9.93571969387324e+19,6.273937508500055e+19,1.3138178971396166e+20
57454,28.65,77.35,9.58489896236428e+19,5.088265620403048e+19,1.5186971786348793e+20
