,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8627,11.45,79.45,5.595928654080461e+19,2.3159289920858624e+19,1.1121410239316084e+20
8911,11.55,79.45,7.621280060280468e+19,4.383548281697168e+19,1.176554066784222e+20
8912,11.55,79.55000000000003,6.263544732766955e+19,2.786111333637584e+19,1.1769399103882288e+20
38759,22.05,82.25,5.636071131765842e+19,1.7640404160051014e+19,1.475301117368721e+20
38760,22.05,82.35000000000002,5.504668965546651e+19,2.358911409154633e+19,1.2275728062543716e+20
38761,22.05,82.45,5.995200489475493e+19,2.170725678561711e+19,1.142995166998272e+20
38763,22.05,82.65,5.701943064332293e+19,1.170096731616176e+19,1.338007499568624e+20
39043,22.15,82.25,5.855136520123946e+19,2.1095722937811853e+19,1.92374327558857e+20
39044,22.15,82.35000000000002,6.366007527541393e+19,3.8301568937907536e+19,1.1564796820068026e+20
39045,22.15,82.45,6.465569556239773e+19,4.58039398144866e+19,1.1061498259279131e+20
39046,22.15,82.55000000000003,6.179712431744047e+19,4.531938113612325e+19,1.0884226522310712e+20
39616,22.35,82.75,5.781585732639024e+19,1.576934206181553e+19,8.281470204454538e+19
39617,22.35,82.85000000000002,5.586622712996221e+19,1.4603793624778492e+19,8.94222507957235e+19
39899,22.45,82.65,7.84262084427916e+19,3.3235319669385204e+19,1.5154255555786814e+20
39900,22.45,82.75,6.706678732441778e+19,1.70239155292447e+19,1.3646428168611162e+20
39901,22.45,82.85000000000002,5.682156061574271e+19,1.7334758710283078e+19,1.0193111016962444e+20
40182,22.55,82.55000000000003,6.482279211772604e+19,1.1138264422150314e+19,2.2640028490155616e+20
43638,23.75,87.35000000000002,5.492291168878413e+19,2.274150568131301e+19,1.5957427158616696e+20
43639,23.75,87.45,5.518906302625804e+19,2.758497435019783e+19,1.5957426372132664e+20
44445,24.05,82.85000000000002,5.638287332807503e+19,1.9312459400457077e+19,1.124801512153305e+20
44729,24.15,82.85000000000002,6.40050384301767e+19,2.26055132252524e+19,1.0704177205173423e+20
44730,24.15,82.95,5.515396418022613e+19,1.5274443165085555e+19,8.902254223038626e+19
46767,24.85,87.85000000000002,7.448097128226492e+19,2.0855974362784305e+19,2.287274125431822e+20
46768,24.85,87.95,7.55655992924331e+19,2.477235123495055e+19,2.2872740966696387e+20
47050,24.95,87.75,5.696937461148315e+19,1.3965702709271366e+19,1.6645074480906787e+20
47051,24.95,87.85000000000002,6.219524704508683e+19,1.615840432458799e+19,1.9098330959931025e+20
49026,25.65,86.55000000000003,6.162962536172028e+19,1.988276537900816e+19,1.0093383590344815e+20
49027,25.65,86.65,6.2548211288446255e+19,1.929511074098724e+19,9.609709030070877e+19
49028,25.65,86.75,5.788611978765393e+19,1.947137535737399e+19,8.181450670379568e+19
49034,25.65,87.35000000000002,5.604648375040028e+19,1.8387872166919123e+19,1.0185529322573455e+20
49309,25.750000000000004,86.45,6.514717917292298e+19,1.6948518090646909e+19,1.0690213152597162e+20
49310,25.750000000000004,86.55000000000003,6.155702311287149e+19,1.837920213389452e+19,9.954094639654738e+19
49311,25.750000000000004,86.65,5.968545007939772e+19,1.845319239592842e+19,9.602975492877892e+19
49312,25.750000000000004,86.75,5.67245042924753e+19,1.923132813831669e+19,1.0152213985553772e+20
49318,25.750000000000004,87.35000000000002,5.650055610910512e+19,1.2554043569507213e+19,1.0185529957835343e+20
49594,25.85,86.55000000000003,6.41030197348697e+19,2.211301132707269e+19,1.283927664258358e+20
49595,25.85,86.65,6.054221704662872e+19,1.9642400696826413e+19,1.143320468712199e+20
49596,25.85,86.75,5.946760241148671e+19,1.603318431782789e+19,9.725133652997648e+19
49599,25.85,87.05000000000003,5.780320412168506e+19,1.4494507210989345e+19,1.0417227107749513e+20
49878,25.95,86.55000000000003,6.512763448583075e+19,2.0873942771445404e+19,1.3293377309773649e+20
49879,25.95,86.65,5.507294814158572e+19,1.8056921114094406e+19,1.1921247313353037e+20
49882,25.95,86.95,5.640491694348032e+19,1.2019999363620078e+19,9.4310787759636e+19
50161,26.05,86.45,6.7872812865577075e+19,1.5808638840196325e+19,1.503964553644518e+20
50162,26.05,86.55000000000003,6.027272816438721e+19,1.6166614887476097e+19,1.2340080484307047e+20
50163,26.05,86.65,5.765999648904182e+19,1.6537558352562055e+19,1.125046637821059e+20
50168,26.05,87.15,6.309625158617596e+19,1.614227718005092e+19,1.2669843444837176e+20
