,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
8911,11.55,79.45,1.2305393473514915e+20,1.0562342381588788e+20,1.4048444565441046e+20
8912,11.55,79.55000000000003,7.387986618775965e+19,3.52508440179809e+19,1.125088883575384e+20
9195,11.650000000000002,79.45,9.304672036848838e+19,3.4066584817908204e+19,1.5202685591906858e+20
22522,16.35,77.35,1.2786417044895366e+20,1.2485491666954638e+20,1.3087342422836091e+20
22806,16.45,77.35,7.565903013088807e+19,6.719560026041499e+19,8.412246000136115e+19
22807,16.45,77.45,7.21541613338354e+19,6.64421513954116e+19,7.78661712722592e+19
26248,17.650000000000006,80.75,7.460588037041729e+19,6.716404298969479e+19,8.204771775113978e+19
29643,18.85,79.45,1.1106986430278248e+20,9.967952833260447e+19,1.2246020027296049e+20
29644,18.85,79.55000000000003,1.0849797039802243e+20,9.983028024529648e+19,1.171656605507484e+20
29928,18.95,79.55000000000003,1.0511164372693102e+20,1.0377819916587047e+20,1.0644508828799156e+20
33049,20.05,79.25,1.1239013818549115e+20,6.619903426765143e+19,1.5858124210333087e+20
33050,20.05,79.35000000000002,1.0273761241953508e+20,6.983174339918728e+19,1.3564348143988289e+20
35381,20.85,85.25,7.662278315009707e+19,5.904703233806748e+19,9.419853396212666e+19
35664,20.95,85.15,1.0417925759539836e+20,8.635503315285267e+19,1.2200348203794407e+20
35665,20.95,85.25,1.2652458712075675e+20,1.1049940519146235e+20,1.4254976905005117e+20
35948,21.05,85.15,8.675254453413054e+19,4.6042530325511135e+19,1.2746255874274994e+20
35949,21.05,85.25,8.73086592812684e+19,5.987109619558229e+19,1.1474622236695449e+20
36232,21.15,85.15,1.3626481126749368e+20,3.856434070636919e+19,2.339652818286182e+20
36233,21.15,85.25,1.2454577132028109e+20,6.205354701643359e+19,1.8703799562412854e+20
36516,21.25,85.15,8.010998441923872e+19,3.8313712068546224e+19,1.219062567699312e+20
36517,21.25,85.25,8.058918772727126e+19,3.804426133362276e+19,1.2313411412091976e+20
37926,21.75,84.15,1.2217190401828975e+20,3.75438952455367e+19,2.0679991279104285e+20
37927,21.75,84.25,7.466112142055047e+19,2.073429384666368e+19,1.2858794899443723e+20
38194,21.85,82.55000000000003,1.0617076601115204e+20,8.084414868121479e+19,1.3149738334108928e+20
38195,21.85,82.65,8.91180674783688e+19,8.375656747787983e+19,9.447956747885776e+19
38210,21.85,84.15,9.761525544683795e+19,3.875603246216855e+19,1.5647447843150738e+20
38211,21.85,84.25,1.0370344111590497e+20,3.332345287216799e+19,1.7408342935964195e+20
38477,21.95,82.45,1.120553497227606e+20,7.015238277789073e+19,1.539583166676305e+20
38478,21.95,82.55000000000003,9.1978916923822e+19,6.781799159014102e+19,1.16139842257503e+20
38479,21.95,82.65,7.851397247353674e+19,6.4399243109693596e+19,9.262870183737988e+19
38495,21.95,84.25,8.870089215463411e+19,4.231963486067657e+19,1.3508214944859164e+20
38760,22.05,82.35000000000002,9.757618675658708e+19,4.690659756129039e+19,1.4824577595188376e+20
38761,22.05,82.45,8.77340425179599e+19,5.1939187008782295e+19,1.2352889802713752e+20
38763,22.05,82.65,7.5296159355466e+19,3.884140221919243e+19,1.1175091649173958e+20
38779,22.05,84.25,7.3228545478981e+19,3.5411621830952763e+19,1.1104546912700924e+20
39049,22.15,82.85000000000002,7.375501746618451e+19,3.3370317722152825e+19,1.141397172102162e+20
39050,22.15,82.95,8.874355663734365e+19,3.5472266631469273e+19,1.42014846643218e+20
39332,22.25,82.75,8.201218602354064e+19,4.559955650843192e+19,1.1842481553864937e+20
39333,22.25,82.85000000000002,1.2729533200119924e+20,6.4139570367278416e+19,1.9045109363512007e+20
39334,22.25,82.95,9.8190791094306e+19,7.174383203583602e+19,1.24637750152776e+20
39335,22.25,83.05000000000003,1.04754701363794e+20,6.865352269936153e+19,1.4085588002822649e+20
39616,22.35,82.75,1.778059139774278e+20,1.2808104925654765e+20,2.2753077869830796e+20
39617,22.35,82.85000000000002,1.2015967108146536e+20,1.132127595838756e+20,1.271065825790551e+20
39618,22.35,82.95,8.030352096904954e+19,6.999431730873963e+19,9.061272462935944e+19
39619,22.35,83.05000000000003,8.216714821011171e+19,6.399120814578914e+19,1.0034308827443428e+20
43308,23.65,82.75,7.332537001861121e+19,1.9229934043631653e+19,1.2742080599359077e+20
43313,23.65,83.25,7.681928845044403e+19,1.859230681630933e+19,1.3504627008457874e+20
43314,23.65,83.35000000000002,9.04777416614883e+19,1.16628753175882e+19,1.692926080053884e+20
43315,23.65,83.45,7.2767354879483585e+19,1.123432921699105e+19,1.3430038054197612e+20
43591,23.75,82.65,8.735564655134494e+19,2.4037011102887453e+19,1.5067428199980243e+20
43592,23.75,82.75,1.6453900468382758e+20,2.958404429604533e+19,2.994939650716098e+20
43593,23.75,82.85000000000002,1.2196452896755809e+20,3.4375375225587438e+19,2.095536827095287e+20
43594,23.75,82.95,7.902357901535194e+19,4.3826491082042204e+19,1.1422066694866167e+20
43596,23.75,83.15,8.24016162283148e+19,2.2235972758684865e+19,1.4256725969794472e+20
