,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
9194,11.650000000000002,79.35000000000002,6.488882742476299e+19,4.005358554795447e+19,1.0541110207618453e+20
22522,16.35,77.35,7.498411719127779e+19,3.361009826092048e+19,1.2698414426047848e+20
29644,18.85,79.55000000000003,6.5870392283998134e+19,2.7978970158524367e+19,1.0006534696313764e+20
35381,20.85,85.25,7.899235619651251e+19,1.4960866866584134e+19,1.3456799710670787e+20
35382,20.85,85.35000000000002,8.025957067036203e+19,1.5375015677835377e+19,1.3648867345179414e+20
35665,20.95,85.25,9.05361676312402e+19,1.3957822799760824e+19,1.7946050951391173e+20
35666,20.95,85.35000000000002,8.961576077211517e+19,1.3107315407815815e+19,1.6911926048665076e+20
35667,20.95,85.45,6.560753459112577e+19,1.5139431176465312e+19,1.0081299578187824e+20
35948,21.05,85.15,8.526669058718468e+19,1.927078562853663e+19,1.385861847816224e+20
35949,21.05,85.25,1.0159655122399565e+20,1.930652391060576e+19,1.692900429387244e+20
35950,21.05,85.35000000000002,8.480536888218429e+19,1.0648529147501902e+19,1.2882263400172706e+20
36232,21.15,85.15,6.8138224823513104e+19,1.528957205620551e+19,1.3767111838653365e+20
36233,21.15,85.25,7.274957989247031e+19,1.4065958348512338e+19,2.0250690396491927e+20
37926,21.75,84.15,9.2124973695608e+19,2.86905263305932e+18,2.0080224243744316e+20
37927,21.75,84.25,6.882503781372156e+19,1.1149410928438225e+19,1.6541985061703385e+20
38210,21.85,84.15,7.105063235039737e+19,6.851144948417755e+18,1.55647314108824e+20
39044,22.15,82.35000000000002,6.515792049986802e+19,1.8368395021051046e+19,1.0611575970714672e+20
39616,22.35,82.75,1.035106730829484e+20,4.939615290484159e+19,1.9442175859279616e+20
39617,22.35,82.85000000000002,9.2932221337094e+19,3.4610795837187084e+19,2.346481153236296e+20
39618,22.35,82.95,6.538588029994112e+19,2.904209735115679e+19,1.5610760186333482e+20
39900,22.45,82.75,1.139624064951127e+20,1.983979087836247e+19,1.78896828130427e+20
39901,22.45,82.85000000000002,1.122665856898121e+20,1.92449473030601e+19,2.531416270169369e+20
39902,22.45,82.95,7.005332056496499e+19,2.4778267552307487e+19,1.836166705791804e+20
44159,23.95,82.65,8.85806843577372e+19,-3.6880774218876815e+18,2.1815220956020507e+20
44160,23.95,82.75,1.229452671492747e+20,8.863558262241552e+18,2.8609149270207693e+20
44161,23.95,82.85000000000002,1.1102438941280508e+20,2.065623421061813e+19,3.156172178655797e+20
44162,23.95,82.95,6.737986237161619e+19,1.9512790765732065e+19,1.9391248000944538e+20
44443,24.05,82.65,1.1389899342983068e+20,2.3567781519421338e+19,3.359295708723021e+20
44444,24.05,82.75,1.9570606602128726e+20,2.423149375441671e+19,3.5484959119444247e+20
44445,24.05,82.85000000000002,2.059071263679652e+20,3.431742092529706e+19,3.9118252002527714e+20
44446,24.05,82.95,1.246711882006854e+20,1.0225750000848212e+19,3.0624474507236986e+20
44447,24.05,83.05000000000003,8.5623417852943e+19,6.672994349504111e+17,1.559789370817931e+20
44727,24.15,82.65,1.450137110809046e+20,3.990240788820168e+19,5.776604516835476e+20
