,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
32658,19.85,96.95,1.333812761545614e+20,1.8894343484897923e+19,4.4338463106598935e+20
35098,20.75,85.35000000000002,1.0740754938125351e+20,7.757818561275236e+19,1.7663120904210737e+20
35381,20.85,85.25,1.3098493345348991e+20,6.869860038311074e+19,1.69762582522506e+20
35382,20.85,85.35000000000002,1.3740405583207127e+20,8.30983028177906e+19,2.0345460867819353e+20
35383,20.85,85.45,1.1825525131519867e+20,5.513028377377843e+19,2.0878977259857435e+20
35665,20.95,85.25,1.1701579578653735e+20,5.649764807572328e+19,1.9922147796167547e+20
35666,20.95,85.35000000000002,1.2151074742528097e+20,6.3495239346877465e+19,2.399822734802813e+20
35667,20.95,85.45,1.073227345232416e+20,3.439253675870208e+19,1.9199843459456696e+20
35948,21.05,85.15,1.1188442126247418e+20,3.592925852816029e+19,1.5737044670451755e+20
35949,21.05,85.25,1.2336500443634288e+20,4.207082689755711e+19,1.8255191306071592e+20
37926,21.75,84.15,1.252974977190555e+20,1.4437577559402013e+19,2.9473015363113045e+20
38209,21.85,84.05000000000003,1.2229135573526209e+20,1.834122309011593e+19,2.1216000999308817e+20
38210,21.85,84.15,1.0550991423574314e+20,2.7620609825624785e+19,1.601746871222155e+20
39044,22.15,82.35000000000002,1.2519986357672388e+20,1.910521257047054e+19,3.05351538511362e+20
39045,22.15,82.45,1.2122923154009424e+20,2.0998988195222565e+19,2.957862608480294e+20
39046,22.15,82.55000000000003,1.0530212493392092e+20,1.938157111754648e+19,1.952854237290424e+20
39047,22.15,82.65,1.039886299188714e+20,1.5648196852109808e+19,1.7619180455146478e+20
39332,22.25,82.75,1.1070940262537735e+20,1.4497925977864602e+19,2.1065783042878993e+20
39615,22.35,82.65,1.0957165964869671e+20,9.524239176933026e+18,2.5273622160655254e+20
39616,22.35,82.75,1.533294594038689e+20,1.7039282922926854e+19,4.5736991562078624e+20
39617,22.35,82.85000000000002,1.463369199230598e+20,2.609261648388491e+19,4.555898019381261e+20
39900,22.45,82.75,1.1298879949227994e+20,1.9219107480081908e+19,2.2848182268492952e+20
39901,22.45,82.85000000000002,1.0558424737114903e+20,1.5867550363209806e+19,2.7037029868348768e+20
40574,22.65,93.35,1.3067646282993684e+20,3.489437462312809e+19,3.96713813949328e+20
40575,22.65,93.45,1.1321302823740136e+20,1.7077226267059775e+19,3.2665302827067e+20
40787,22.75,86.25,1.1134209861301373e+20,5.096724162626839e+19,1.7843876773874375e+20
42784,23.45,87.15,1.1274548751988682e+20,8.779854911158632e+19,1.5211752958086503e+20
42785,23.45,87.25,1.3437332847185484e+20,5.595814523953182e+19,2.5630442582432927e+20
42786,23.45,87.35000000000002,1.25166286997375e+20,3.724226717750698e+19,2.2726276594977925e+20
43069,23.55,87.25,1.4224991353458757e+20,9.787225885976304e+19,1.8520613473615387e+20
43070,23.55,87.35000000000002,1.2513906431829502e+20,4.802898978597139e+19,2.227669956013116e+20
43102,23.55,90.55,2.0517434478316664e+20,7.65944089669065e+19,3.1854412294173164e+20
43103,23.55,90.65,1.804297426320832e+20,3.068845753720356e+19,3.067282282878371e+20
43104,23.55,90.75,1.0786971479839508e+20,2.3297952287854686e+19,1.615366100131528e+20
43385,23.65,90.45,1.2268922252780433e+20,5.329308561095344e+19,2.19331143622616e+20
43386,23.65,90.55,2.4550129977892386e+20,1.0479294746131803e+20,4.2691899327013375e+20
43387,23.65,90.65,1.7489092012274483e+20,4.446197225003889e+19,2.4054651491561944e+20
