,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
29861,18.95,72.85,1.566057816678033e+20,1.4893602440833964e+20,1.6427553892726692e+20
29862,18.95,72.95,1.3705699576469235e+20,1.3354112435730429e+20,1.405728671720804e+20
30145,19.05,72.85,2.066384490548464e+20,1.8549196398570904e+20,2.2778493412398373e+20
30146,19.05,72.95,1.6252645546646225e+20,1.1978879231200392e+20,2.0526411862092055e+20
30429,19.15,72.85,1.5588416335569437e+20,1.4897120645967338e+20,1.6279712025171535e+20
30430,19.15,72.95,1.4127900739718757e+20,1.0600777824301312e+20,1.76550236551362e+20
35381,20.85,85.25,1.678838216166205e+20,1.588521481408429e+20,1.7691549509239813e+20
35664,20.95,85.15,1.735480124376506e+20,1.157991934199547e+20,2.312968314553465e+20
36231,21.15,85.05000000000003,1.4802125203338402e+20,2.8160307323273904e+19,2.6788219674349417e+20
36391,21.25,72.65,1.4106294245693256e+20,1.32606276734214e+20,1.4951960817965115e+20
36392,21.25,72.75,1.4666844070083866e+20,1.4154120134170829e+20,1.5179568005996904e+20
36393,21.25,72.85,1.5851711724357924e+20,1.145897210214589e+20,2.0244451346569957e+20
36677,21.35,72.85,1.345319748482071e+20,4.795440798018341e+19,2.211095417162308e+20
38209,21.85,84.05000000000003,1.4305884040782396e+20,9.084703791859918e+19,1.9527064289704876e+20
38920,22.15,69.95,1.3740146806584236e+20,2.9303625279055147e+19,2.454993108526296e+20
39203,22.25,69.85,1.4537290228334952e+20,1.4185741136812904e+20,1.4888839319857e+20
39332,22.25,82.75,1.5483209726392186e+20,1.256369048264274e+20,1.8402728970141637e+20
39486,22.35,69.75,1.4282697944155962e+20,7.029647632453595e+19,2.1535748255858328e+20
39487,22.35,69.85,1.8735180752246512e+20,1.5838019762638206e+20,2.1632341741854815e+20
39616,22.35,82.75,1.5478218111657627e+20,7.472688627876615e+19,2.348374759543864e+20
39900,22.45,82.75,1.4504095129201408e+20,2.072344281528823e+19,2.6935845976873992e+20
40620,22.75,69.55000000000001,1.487333460346665e+20,9.06072947454748e+19,2.068593973238582e+20
40750,22.75,82.55000000000003,1.403122576644497e+20,1.0595274475981859e+19,2.7002924085291755e+20
40751,22.75,82.65,1.3446969422764782e+20,1.5934561972569453e+19,2.530048264827262e+20
41034,22.85,82.55000000000003,1.516234928123225e+20,1.5915749476308646e+19,2.8733123614833636e+20
41219,22.95,72.65,2.123305168032428e+20,4.725615255017049e+19,3.774048810563152e+20
41318,22.95,82.55000000000003,1.4522163844770356e+20,1.3528727143811518e+19,2.7691454975159563e+20
41502,23.05,72.55000000000003,1.4675577494321506e+20,9.305335443195363e+19,2.004581954544765e+20
41503,23.05,72.65,1.6095331381795986e+20,5.124004855822972e+19,2.7066657907769e+20
42169,23.25,82.45,1.3985696243663258e+20,1.9999268226479e+19,2.5971465664678612e+20
42170,23.25,82.55000000000003,1.349139977345795e+20,1.9400489415990727e+19,2.5042750605316827e+20
42500,23.35,87.15,1.603101961318682e+20,1.0237420282679774e+20,2.1824618943693868e+20
43101,23.55,90.45,1.456818660813662e+20,4.0703955675423646e+19,2.506597764873088e+20
43385,23.65,90.45,1.4444536213825846e+20,7.799056769440429e+19,2.1090015658211262e+20
44160,23.95,82.75,1.3916589723600147e+20,9.17326424652892e+19,1.8659915200671377e+20
44161,23.95,82.85000000000002,1.5057736362788395e+20,5.6876143345082565e+19,2.4427858391068534e+20
44235,23.95,90.25,1.3868072448388873e+20,2.487871415289646e+19,2.52482734814881e+20
44443,24.05,82.65,1.3917649242432876e+20,9.462481472435713e+19,1.837281701243004e+20
44444,24.05,82.75,2.2684328586827183e+20,1.8311007674623423e+20,2.7057649499030943e+20
44445,24.05,82.85000000000002,1.873078416101613e+20,8.710283744152161e+19,2.8751284577880107e+20
44446,24.05,82.95,1.497830888424522e+20,4.786632301961063e+19,2.516998546652938e+20
44726,24.15,82.55000000000003,1.6933702721272925e+20,6.268965952112437e+19,2.759843949043341e+20
44727,24.15,82.65,2.3446000947698608e+20,1.0482989071915434e+20,3.640901282348179e+20
44728,24.15,82.75,2.3572124035143985e+20,1.4183832969642426e+20,3.2960415100645546e+20
44729,24.15,82.85000000000002,2.0494234906385324e+20,1.7594660124377996e+20,2.3393809688392647e+20
45009,24.25,82.45,1.7183173321322175e+20,2.9896474624152293e+19,3.137669918022912e+20
45010,24.25,82.55000000000003,1.818110345367345e+20,3.369703604373283e+19,3.2992503302973614e+20
45011,24.25,82.65,1.6286382420527445e+20,2.7811396998277296e+19,2.979162514122716e+20
45012,24.25,82.75,1.5715092937711262e+20,4.471807145658721e+19,2.695837872976381e+20
45013,24.25,82.85000000000002,1.3787453716592945e+20,6.005405255099587e+19,2.15695021780863e+20
45292,24.35,82.35000000000002,1.7950734350845536e+20,2.103117891825181e+19,3.3798350809865886e+20
45293,24.35,82.45,1.6526207729754007e+20,1.910280582190073e+19,3.114213487731794e+20
45575,24.45,82.25,1.417326069981122e+20,1.565556128701893e+19,2.6780965270920548e+20
45576,24.45,82.35000000000002,1.4425151889356312e+20,1.4708446978761437e+19,2.737945908083648e+20
46706,24.85,81.75,1.345667736439005e+20,1.732374325697201e+19,2.51809804030829e+20
46988,24.95,81.55000000000003,1.5123732177481492e+20,1.693240826874042e+19,2.855422352808894e+20
