,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
28005,18.25,86.05000000000003,9.572745805424902e+19,9.572745805424902e+19,9.572745805424902e+19
28006,18.25,86.15,1.1119648459725622e+20,1.1119648459725622e+20,1.1119648459725622e+20
28007,18.25,86.25,1.007275197790391e+20,1.007275197790391e+20,1.007275197790391e+20
28008,18.25,86.35000000000002,9.151853178623456e+19,9.151853178623456e+19,9.151853178623456e+19
28289,18.35,86.05000000000003,1.216421073645695e+20,1.216421073645695e+20,1.216421073645695e+20
28290,18.35,86.15,1.2368644588723698e+20,1.2368644588723698e+20,1.2368644588723698e+20
28291,18.35,86.25,1.1793501305285814e+20,1.1793501305285814e+20,1.1793501305285814e+20
28292,18.35,86.35000000000002,1.1848830199345958e+20,1.1848830199345958e+20,1.1848830199345958e+20
28293,18.35,86.45,1.0809227956521987e+20,1.0809227956521987e+20,1.0809227956521987e+20
28294,18.35,86.55000000000003,9.589652635828055e+19,9.589652635828055e+19,9.589652635828055e+19
28574,18.45,86.15,1.3624855992514932e+20,1.3624855992514932e+20,1.3624855992514932e+20
28575,18.45,86.25,1.3670735070259855e+20,1.3670735070259855e+20,1.3670735070259855e+20
28576,18.45,86.35000000000002,1.3378177096323247e+20,1.3378177096323247e+20,1.3378177096323247e+20
28577,18.45,86.45,1.2456661330619897e+20,1.2456661330619897e+20,1.2456661330619897e+20
28578,18.45,86.55000000000003,1.060444696096642e+20,1.060444696096642e+20,1.060444696096642e+20
28579,18.45,86.65,9.034513005023973e+19,9.034513005023973e+19,9.034513005023973e+19
28860,18.55,86.35000000000002,1.2504983025133263e+20,1.2504983025133263e+20,1.2504983025133263e+20
28861,18.55,86.45,1.2294062667102144e+20,1.2294062667102144e+20,1.2294062667102144e+20
28862,18.55,86.55000000000003,1.0898437242876345e+20,1.0898437242876345e+20,1.0898437242876345e+20
28863,18.55,86.65,9.52630777407702e+19,9.52630777407702e+19,9.52630777407702e+19
29139,18.65,85.85000000000002,9.032634493808324e+19,9.032634493808324e+19,9.032634493808324e+19
29146,18.65,86.55000000000003,9.117286309176217e+19,9.117286309176217e+19,9.117286309176217e+19
29147,18.65,86.65,9.729130187417688e+19,9.729130187417688e+19,9.729130187417688e+19
29424,18.75,85.95,9.410488436520554e+19,9.410488436520554e+19,9.410488436520554e+19
29425,18.75,86.05000000000003,1.1029675424133911e+20,1.1029675424133911e+20,1.1029675424133911e+20
29709,18.85,86.05000000000003,1.0485193749016084e+20,1.0485193749016084e+20,1.0485193749016084e+20
29710,18.85,86.15,1.0903183806490496e+20,1.0903183806490496e+20,1.0903183806490496e+20
29711,18.85,86.25,9.946859642734631e+19,9.946859642734631e+19,9.946859642734631e+19
29712,18.85,86.35000000000002,1.0097790522030082e+20,1.0097790522030082e+20,1.0097790522030082e+20
29713,18.85,86.45,8.711827537204865e+19,8.711827537204865e+19,8.711827537204865e+19
29993,18.95,86.05000000000003,8.825828238672244e+19,8.825828238672244e+19,8.825828238672244e+19
29994,18.95,86.15,9.297219707591272e+19,9.297219707591272e+19,9.297219707591272e+19
29995,18.95,86.25,8.785807573038553e+19,8.785807573038553e+19,8.785807573038553e+19
29996,18.95,86.35000000000002,1.0032271528195347e+20,1.0032271528195347e+20,1.0032271528195347e+20
29997,18.95,86.45,8.897205743000576e+19,8.897205743000576e+19,8.897205743000576e+19
30279,19.05,86.25,9.050630632689726e+19,9.050630632689726e+19,9.050630632689726e+19
30280,19.05,86.35000000000002,9.895116147296682e+19,9.895116147296682e+19,9.895116147296682e+19
30563,19.15,86.25,9.950221845986248e+19,9.950221845986248e+19,9.950221845986248e+19
30564,19.15,86.35000000000002,1.002491932048355e+20,1.002491932048355e+20,1.002491932048355e+20
30565,19.15,86.45,9.300130257765532e+19,9.300130257765532e+19,9.300130257765532e+19
30847,19.25,86.25,1.0252268132702976e+20,1.0252268132702976e+20,1.0252268132702976e+20
