,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
29861,18.95,72.85,1.429957232531184e+20,7.899086708326482e+19,1.7152146737352756e+20
29862,18.95,72.95,1.307813890831648e+20,6.926254990707858e+19,1.6540304886999315e+20
30145,19.05,72.85,1.3648860130619666e+20,8.485209656913836e+19,1.840072814889633e+20
30146,19.05,72.95,1.3758058770897909e+20,7.96374851110747e+19,2.032674013209608e+20
32765,19.95,79.25,1.3655752727849956e+20,3.5486615125752824e+19,3.244345406502219e+20
35097,20.75,85.25,1.3954710432051102e+20,7.015898451243777e+19,2.4407875363649025e+20
35379,20.85,85.05000000000003,1.3520728647063849e+20,7.81560469642862e+19,2.190420020368489e+20
35380,20.85,85.15,2.3104226382019025e+20,1.5041571083679144e+20,2.949725114515072e+20
35381,20.85,85.25,1.5170706340906883e+20,8.562789830615772e+19,2.0114500504103944e+20
35663,20.95,85.05000000000003,1.9634930165870392e+20,8.370422686400156e+19,2.8855053845425452e+20
35664,20.95,85.15,1.749145976893762e+20,1.1731582358938062e+20,2.4943479480777104e+20
35946,21.05,84.95,1.2866532466653712e+20,9.860867313902546e+19,1.685554971358156e+20
35947,21.05,85.05000000000003,1.8586260311211632e+20,8.131983972913696e+19,2.5580350149866167e+20
36195,21.15,81.45,1.2920810511239178e+20,7.763295018009128e+19,2.286788388502052e+20
36230,21.15,84.95,1.7224948600157536e+20,1.289748850589921e+20,2.221648930856416e+20
36231,21.15,85.05000000000003,1.354736666292011e+20,1.2058874191949306e+20,1.619210446225074e+20
37924,21.75,83.95,1.3135686310331947e+20,5.525718919917179e+19,1.9455566240695953e+20
37925,21.75,84.05000000000003,2.1126498317862584e+20,1.1242350281300129e+20,2.909493198949516e+20
38208,21.85,83.95,1.3519501164190972e+20,3.554697343962972e+19,2.7821745850005727e+20
38209,21.85,84.05000000000003,1.944318194782565e+20,5.062869768156284e+19,2.901614533753613e+20
