,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
35097,20.75,85.25,1.4390489695598626e+20,4.587772148737885e+19,4.080542205302693e+20
35098,20.75,85.35000000000002,1.417407387739628e+20,3.135900756497573e+19,4.236849725102443e+20
35380,20.85,85.15,1.5547827989982704e+20,5.5806784827998e+19,3.013980531841777e+20
35381,20.85,85.25,2.0604922829850952e+20,8.363406395041037e+19,5.2036809339789745e+20
35382,20.85,85.35000000000002,1.1980319564309004e+20,5.550566302841169e+19,3.03623977015489e+20
35663,20.95,85.05000000000003,1.2474769432207996e+20,4.1512295506079465e+19,3.10981516332355e+20
35664,20.95,85.15,1.7096686549072685e+20,6.273011695839094e+19,3.069535569775183e+20
35665,20.95,85.25,1.4332086585789715e+20,5.912508589462909e+19,2.8683912044421127e+20
35947,21.05,85.05000000000003,1.5257344054001143e+20,7.657856143545649e+19,3.216651657578976e+20
35948,21.05,85.15,1.4924677387663858e+20,5.717805767911877e+19,2.121861613987986e+20
36231,21.15,85.05000000000003,1.2602257337769673e+20,5.586975896582695e+19,2.4292345442128865e+20
37640,21.65,83.95,1.1600724458732182e+20,1.6380550345575277e+19,1.9817782287481897e+20
37641,21.65,84.05000000000003,1.3804972004973004e+20,2.3066427251317805e+19,2.561627985552886e+20
37642,21.65,84.15,1.1299649029992925e+20,2.143354576145704e+19,2.1815961295404987e+20
37925,21.75,84.05000000000003,2.0009637876985853e+20,2.9730077341241803e+19,3.919886939813073e+20
37926,21.75,84.15,1.4930875139554833e+20,1.794528313826952e+19,4.272052548907903e+20
38200,21.85,83.15,1.1767724712755818e+20,2.4390040587880235e+19,2.254710376057404e+20
38476,21.95,82.35000000000002,1.3737302536945944e+20,2.370363025610861e+19,2.63333685608269e+20
38477,21.95,82.45,1.2877199791243654e+20,2.5314421874878894e+19,3.2952567269637646e+20
38478,21.95,82.55000000000003,1.1119590553988276e+20,2.207340960509175e+19,2.2369759679270715e+20
38479,21.95,82.65,1.1346301481427907e+20,2.2880719490188304e+19,1.67848620757142e+20
38480,21.95,82.75,1.1907461583730455e+20,2.2680065519887987e+19,2.535543419587397e+20
38758,22.05,82.15,1.2966491447047892e+20,1.5612231881655454e+19,3.862467974807562e+20
38759,22.05,82.25,1.5315279113292372e+20,1.98769959852392e+19,2.7047679539437388e+20
38760,22.05,82.35000000000002,1.6185557374845092e+20,5.944698443400803e+19,4.21285855399758e+20
38761,22.05,82.45,1.276665713219114e+20,4.843171265133728e+19,3.158094334863262e+20
38762,22.05,82.55000000000003,1.1993977719141484e+20,2.3661042731193016e+19,2.1986105667142143e+20
39042,22.15,82.15,1.2050581541682309e+20,1.5380818681791187e+19,3.6918513090799645e+20
39043,22.15,82.25,1.6760303374402565e+20,2.487863529536e+19,3.9400260902255565e+20
39044,22.15,82.35000000000002,1.543222605428656e+20,4.939808250316026e+19,3.467741969774808e+20
39331,22.25,82.65,1.588679977198504e+20,4.294232095787549e+19,3.14003010924378e+20
39332,22.25,82.75,1.7624298138590495e+20,2.0537760711852863e+19,3.037122194667324e+20
39615,22.35,82.65,1.8616809318668016e+20,5.299341347218402e+19,2.96093026605164e+20
39616,22.35,82.75,2.8853940970364607e+20,7.956359189559964e+19,5.996649874964716e+20
39617,22.35,82.85000000000002,1.362587804157602e+20,5.012000058976439e+19,3.326429741255056e+20
39900,22.45,82.75,1.1830796858703784e+20,3.435048748826279e+19,4.1733250195926784e+20
42501,23.35,87.25,1.278760615588873e+20,5.464588848267748e+19,2.1746348779014033e+20
