,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
38762,22.05,82.55000000000003,6.414879182677045e+19,5.534215383801053e+19,7.217596185190329e+19
38765,22.05,82.85000000000002,6.334734927673596e+19,5.323544750354148e+19,7.408740481068846e+19
39045,22.15,82.45,7.261871755946411e+19,4.17746477151674e+19,1.0290133014659555e+20
39046,22.15,82.55000000000003,6.485306935629871e+19,4.336318014267966e+19,8.535636231699679e+19
39051,22.15,83.05000000000003,6.8838112704618865e+19,5.582580228327064e+19,8.539244615921051e+19
39052,22.15,83.15,6.391066131283499e+19,6.225690374053841e+19,6.517074552307347e+19
39332,22.25,82.75,6.92647710433575e+19,6.4164901961765904e+19,7.8291482760142e+19
39333,22.25,82.85000000000002,7.329851718743866e+19,6.367740832334888e+19,8.963639892091093e+19
39334,22.25,82.95,7.56443815325821e+19,5.4049204743574e+19,1.1157652642347077e+20
39335,22.25,83.05000000000003,8.058430661842736e+19,5.530973383852483e+19,1.2802884658824397e+20
39615,22.35,82.65,6.617641001527286e+19,5.627647064205375e+19,7.353097892224904e+19
39616,22.35,82.75,8.2491279299602e+19,6.794983230843538e+19,1.0427472232721247e+20
39617,22.35,82.85000000000002,8.606994963622193e+19,6.7028574784927154e+19,1.1243520074783103e+20
39618,22.35,82.95,7.453174071724481e+19,7.199337394422294e+19,7.713878981824658e+19
39619,22.35,83.05000000000003,6.527598765537535e+19,5.546433145550158e+19,8.12358310932113e+19
39899,22.45,82.65,6.3871454813065175e+19,5.154257648342435e+19,7.342541633253465e+19
39900,22.45,82.75,7.232947831362448e+19,5.062958708062525e+19,1.0159011165227562e+20
39901,22.45,82.85000000000002,8.525048923957302e+19,4.21569188328925e+19,1.50211043589453e+20
39902,22.45,82.95,7.432992763003347e+19,4.0563002997954585e+19,1.1859043835313252e+20
42458,23.35,82.95,7.08482331240417e+19,2.8345809207528366e+19,1.7327722796550636e+20
42741,23.45,82.85000000000002,8.821376092961223e+19,3.8804237948724986e+19,2.1045645866230756e+20
42742,23.45,82.95,8.155093782946714e+19,3.088528396897444e+19,1.9987378393959904e+20
43025,23.55,82.85000000000002,8.041249329814189e+19,4.600880459721436e+19,1.497775931775458e+20
43026,23.55,82.95,6.923287095883373e+19,3.870187213647304e+19,1.1877237867082336e+20
43307,23.65,82.65,6.791600177378712e+19,4.5162418659880034e+19,9.343052877724464e+19
43308,23.65,82.75,1.1665819290102196e+20,5.165345789302968e+19,2.511144638343348e+20
43309,23.65,82.85000000000002,9.42647379646282e+19,5.643600453622767e+19,1.7747597035702e+20
43310,23.65,82.95,7.00711302586051e+19,5.8031572128999014e+19,9.283401867321097e+19
43591,23.75,82.65,1.086759693892524e+20,4.3867096350143095e+19,2.0978671272301468e+20
43592,23.75,82.75,1.03655040090272e+20,5.2171814294835e+19,1.3574258433395784e+20
43593,23.75,82.85000000000002,1.0157529442091768e+20,5.270593754807584e+19,1.4246367389150247e+20
43594,23.75,82.95,8.757136551362734e+19,5.850705876154819e+19,1.3716762928615096e+20
43595,23.75,83.05000000000003,6.893719286497781e+19,4.904843196328269e+19,9.12724899402668e+19
43874,23.85,82.55000000000003,6.414586604564988e+19,4.024669138659445e+19,8.604307856473686e+19
43875,23.85,82.65,9.963634067551614e+19,4.214869338781434e+19,1.693889528472413e+20
43876,23.85,82.75,1.270574527937446e+20,5.363466412203703e+19,1.8355431356013068e+20
43877,23.85,82.85000000000002,1.2387090696450323e+20,5.696285449875594e+19,2.0486783688580943e+20
43878,23.85,82.95,1.0649801168992983e+20,5.868177921364839e+19,2.0062417754053584e+20
43879,23.85,83.05000000000003,7.643277163075435e+19,4.120209257895081e+19,1.2672032284882518e+20
44158,23.95,82.55000000000003,7.997911008971127e+19,6.939255832088796e+19,9.05656618585346e+19
44159,23.95,82.65,1.0459188447213702e+20,1.0104173635648343e+20,1.0919432685559284e+20
44160,23.95,82.75,1.338458225299722e+20,9.709808786547917e+19,1.710897675904728e+20
44161,23.95,82.85000000000002,1.3582379042697865e+20,5.33212387827647e+19,2.1494215509335255e+20
44162,23.95,82.95,1.327552484043094e+20,4.862448800716233e+19,2.1724394030397047e+20
44163,23.95,83.05000000000003,1.0026643920787936e+20,3.5985360446094004e+19,1.6890182465457796e+20
44164,23.95,83.15,7.135623884655205e+19,3.000309688024105e+19,1.1826659246444564e+20
44443,24.05,82.65,6.410573813946275e+19,3.02835259829452e+19,1.0237637084330503e+20
44444,24.05,82.75,9.618036601017516e+19,3.968642025609417e+19,1.6290739020996854e+20
44445,24.05,82.85000000000002,1.073017270758083e+20,4.028791831117279e+19,1.757963883347537e+20
44446,24.05,82.95,1.205603074384594e+20,4.138621569765345e+19,1.824919752204233e+20
44447,24.05,83.05000000000003,9.335095138112273e+19,3.2364218287614067e+19,1.3607430712846003e+20
44448,24.05,83.15,6.774891417547647e+19,2.8061052715617284e+19,9.26360123330874e+19
44519,24.05,90.25,6.576609502343125e+19,6.576609502343125e+19,6.576609502343125e+19
44728,24.15,82.75,7.09014500913433e+19,3.1362389951660044e+19,1.1773740802114344e+20
44729,24.15,82.85000000000002,9.275486898495627e+19,3.302648371444143e+19,1.3580442873036544e+20
44730,24.15,82.95,9.754559546773832e+19,3.4771826007909913e+19,1.47592024432392e+20
44731,24.15,83.05000000000003,9.32211388352228e+19,4.349669963185228e+19,1.3798354020431064e+20
44732,24.15,83.15,6.598081545580886e+19,3.134559407751839e+19,8.63393590483007e+19
44803,24.15,90.25,6.3422833419195e+19,6.3422833419195e+19,6.3422833419195e+19
45014,24.25,82.95,6.879384484875196e+19,3.546453536311857e+19,9.282246828692008e+19
45015,24.25,83.05000000000003,8.34573348185562e+19,6.385026105475293e+19,9.804914054670362e+19
45016,24.25,83.15,7.344256132016515e+19,4.710543925772128e+19,9.457577254410702e+19
45086,24.25,90.15,7.182419946902995e+19,7.182419946902995e+19,7.182419946902995e+19
45583,24.45,83.05000000000003,6.582883527196672e+19,5.132010462247509e+19,8.1445134407036e+19
45584,24.45,83.15,6.893498759221603e+19,5.11123325255696e+19,9.290398629807809e+19
45585,24.45,83.25,6.369888736007766e+19,3.0162029089978024e+19,1.063249636475618e+20
45867,24.55,83.05000000000003,6.4531487662111244e+19,4.377536608114199e+19,8.528760924308049e+19
45868,24.55,83.15,7.970704209047717e+19,3.6947139613065945e+19,1.224669445678884e+20
45869,24.55,83.25,7.057547725915544e+19,2.862277151480428e+19,1.125281830035066e+20
46153,24.65,83.25,6.358580768245021e+19,1.9793630700960657e+19,1.0737798466393976e+20
46436,24.750000000000004,83.15,6.658236604936236e+19,3.720938856930589e+19,9.595534352941883e+19
46437,24.750000000000004,83.25,6.629690741491946e+19,3.7132806428011e+19,9.546100840182792e+19
46718,24.85,82.95,6.4928921712368574e+19,3.919392971677703e+19,1.0983113759916809e+20
46719,24.85,83.05000000000003,6.85800312778329e+19,4.196506214007088e+19,1.1235093748027612e+20
47002,24.95,82.95,6.661001160888834e+19,4.348933397866331e+19,1.0579725281180877e+20
47284,25.05,82.75,7.189117588468176e+19,7.189117588468176e+19,7.189117588468176e+19
64236,31.05,73.95,7.671075010740742e+19,2.4463623558985265e+19,1.2890002851192763e+20
64520,31.15,73.95,9.3153389177955e+19,4.295900353481183e+19,1.564933578722118e+20
64806,31.250000000000004,74.15,9.92104055205122e+19,4.4538446202645406e+19,1.728881150746116e+20
65941,31.65,74.05000000000003,7.03934860505498e+19,4.34125107759854e+19,1.2218265565919386e+20
67084,32.05,74.75,6.6684577257650586e+19,3.115064704774401e+19,1.302311766540292e+20
71327,33.55,73.05000000000003,8.694963922274517e+19,1.861230270703363e+19,1.4108503839633986e+20
71328,33.55,73.15,6.322255386699873e+19,1.845329363657174e+19,1.4669617298831996e+20
